Composition,Predicted EFA,Average Formation Enthalpy,Formation Gap,Radius Mismatch,Electronegativity Mismatch,Carbon Affinity,Magnetic Disorder Risk Index,Minimum Carbide Melting Point,Average Valence Count,Carbide Formation Deviation Index,Metastable Segregation Index,norm_efa,norm_afe,norm_fg,norm_rmis,norm_xmis,norm_ca,norm_mdri,norm_mp,norm_vec,norm_cfdi,norm_msi,Normalized Score
(CrHfMoNbTiVY)C7,,-0.468142857,0.654857143,0.089422445,0.281562695,0.173,0,2271,4.714285714,0.426730905,0.037,,0.502344012,0.283462305,0.181410181,0.475739351,0.000000014,0,0,0.464285712,0.246215079,0.576972826,
(CrHfMoNbTiVZr)C7,,-0.588428571,0.534571429,0.084043321,0.263097716,0.173,0,2271,4.857142857,0.444598328,0.004,,0.655340339,0.438463009,0.248330521,0.519140202,0.000000014,0,0,0.523809522,0.208413084,0.534282011,
(CrHfMoNbTiWY)C7,,-0.419571429,0.703428571,0.079508673,0.391751691,0.173,0,2271,4.857142857,0.440161937,-0.169,,0.440564022,0.220872948,0.304744940,0.216746567,0.000000014,0,0,0.523809522,0.217799130,0.310478651,
(CrHfMoNbTiWZr)C7,,-0.539857143,0.583142857,0.074517063,0.374345688,0.173,0,2271,5.000000000,0.470101943,-0.169,,0.593560350,0.375873651,0.366844314,0.257658360,0.000000014,0,0,0.583333331,0.154455246,0.310478651,
(CrHfMoNbTiYZr)C7,,-0.542428571,0.580571429,0.082858831,0.294320386,0.173,0,2271,4.571428571,0.468028954,0.004,,0.596831055,0.379187205,0.263066460,0.445753144,0.000000014,0,0,0.404761903,0.158841055,0.534282011,
(CrHfMoNbVWY)C7,,-0.352285714,0.770714286,0.084099815,0.388030085,0.173,0,2271,5.000000000,0.384067224,-0.169,,0.354980566,0.134168278,0.247627691,0.225493985,0.000000014,0,0,0.583333331,0.336478362,0.310478651,
(CrHfMoNbVWZr)C7,,-0.472571429,0.650428571,0.079189081,0.369903462,0.173,0,2271,5.142857143,0.436975925,-0.169,,0.507976893,0.289168982,0.308720905,0.268099550,0.000000014,0,0,0.642857140,0.224539754,0.310478651,
(CrHfMoNbVYZr)C7,,-0.475142857,0.647857143,0.087624531,0.295814338,0.173,0,2271,4.714285714,0.435142810,0.004,,0.511247599,0.292482536,0.203777580,0.442241699,0.000000014,0,0,0.464285712,0.228418064,0.534282011,
(CrHfMoNbWYZr)C7,,-0.426571429,0.696428571,0.073348505,0.409823257,0.173,0,2271,4.857142857,0.449079648,-0.169,,0.449467609,0.229893178,0.381382051,0.174270411,0.000000014,0,0,0.523809522,0.198931983,0.310478651,
(CrHfMoReScTaTi)C7,,-0.437428571,0.685571429,0.069556308,0.283217663,0.173,0,2271,5.000000000,0.450585605,-0.409,,0.463277254,0.243883741,0.428559821,0.471849444,0.000000014,0,0,0.583333331,0.195745839,0.000000000,
(CrHfMoReScTaV)C7,,-0.370142857,0.752857143,0.073697303,0.280807872,0.173,0,2271,5.142857143,0.398993172,-0.409,,0.377693797,0.157179072,0.377042737,0.477513517,0.000000014,0,0,0.642857140,0.304899628,0.000000000,
(CrHfMoReScTaW)C7,,-0.321571429,0.801428571,0.064473643,0.375668112,0.173,0,2271,5.285714286,0.401645137,-0.409,,0.315913807,0.094589714,0.491791989,0.254550078,0.000000014,0,0,0.702380949,0.299288881,0.000000000,
(CrHfMoReScTaY)C7,,-0.324142857,0.798857143,0.075449152,0.317978308,0.173,0,2271,4.857142857,0.400620386,-0.409,,0.319184513,0.097903268,0.355248424,0.390146586,0.000000014,0,0,0.523809522,0.301456940,0.000000000,
(CrHfMoReScTaZr)C7,,-0.444428571,0.678571429,0.070408416,0.301824385,0.173,0,2271,5.000000000,0.459028744,-0.409,,0.472180840,0.252903972,0.417958959,0.428115435,0.000000014,0,0,0.583333331,0.177882744,0.000000000,
(CrHfMoReScTiV)C7,,-0.413857143,0.709142857,0.070880390,0.278208555,0.173,0,2271,5.000000000,0.442623487,-0.409,,0.433295788,0.213509494,0.412087251,0.483623060,0.000000014,0,0,0.583333331,0.212591244,0.000000000,
(CrHfMoReScTiW)C7,,-0.365285714,0.757714286,0.065873647,0.372131204,0.173,0,2271,5.142857143,0.449761433,-0.409,,0.371515798,0.150920136,0.474374889,0.262863375,0.000000014,0,0,0.642857140,0.197489535,0.000000000,
(CrHfMoReScTiY)C7,,-0.367857143,0.755142857,0.080302319,0.316743635,0.173,0,2271,4.714285714,0.448596041,-0.409,,0.374786504,0.154233690,0.294871385,0.393048610,0.000000014,0,0,0.464285712,0.199955148,0.000000000,
(CrHfMoReScTiZr)C7,,-0.488142857,0.634857143,0.074339598,0.300224406,0.173,0,2271,4.857142857,0.490848952,-0.409,,0.527782831,0.309234394,0.369052114,0.431876092,0.000000014,0,0,0.523809522,0.110560929,0.000000000,
(CrHfMoReScVW)C7,,-0.298000000,0.825000000,0.069953493,0.366009925,0.173,0,2271,5.285714286,0.385674919,-0.409,,0.285932342,0.064215467,0.423618549,0.277251081,0.000000014,0,0,0.702380949,0.333076973,0.000000000,
(CrHfMoReScVY)C7,,-0.300571429,0.822428571,0.084335468,0.316221312,0.173,0,2271,4.857142857,0.384765182,-0.409,,0.289203047,0.067529021,0.244695990,0.394276300,0.000000014,0,0,0.523809522,0.335001698,0.000000000,
(CrHfMoReScVZr)C7,,-0.420857143,0.702142857,0.078450003,0.298998328,0.173,0,2271,5.000000000,0.451581168,-0.409,,0.442199375,0.222529725,0.317915587,0.434757917,0.000000014,0,0,0.583333331,0.193639534,0.000000000,
(CrHfMoReScWY)C7,,-0.252000000,0.871000000,0.074234887,0.413052351,0.173,0,2271,5.000000000,0.378693996,-0.409,,0.227423057,0.004939663,0.370354798,0.166680614,0.000000014,0,0,0.583333331,0.347846466,0.000000000,
(CrHfMoReScWZr)C7,,-0.372285714,0.750714286,0.068693672,0.395902482,0.173,0,2271,5.142857143,0.459320527,-0.409,,0.380419385,0.159940367,0.439291662,0.206990376,0.000000014,0,0,0.642857140,0.177265419,0.000000000,
(CrHfMoReScYZr)C7,,-0.374857143,0.748142857,0.078105194,0.329867011,0.173,0,2271,4.714285714,0.458140162,-0.409,,0.383690090,0.163253921,0.322205273,0.362202885,0.000000014,0,0,0.464285712,0.179762711,0.000000000,
(CrHfMoReTaTiV)C7,,-0.468714286,0.654285714,0.076851313,0.261151297,0.173,0,2271,5.285714286,0.445799030,-0.409,,0.503070835,0.284198651,0.337804495,0.523715146,0.000000014,0,0,0.702380949,0.205872766,0.000000000,
(CrHfMoReTaTiW)C7,,-0.420142857,0.702857143,0.069306028,0.353709208,0.173,0,2271,5.428571429,0.458732548,-0.409,,0.441290845,0.221609293,0.431673492,0.306163196,0.000000014,0,0,0.761904759,0.178509403,0.000000000,
(CrHfMoReTaTiY)C7,,-0.422714286,0.700285714,0.080679891,0.305727637,0.173,0,2271,5.000000000,0.457281631,-0.409,,0.444561551,0.224922847,0.290174110,0.418941070,0.000000014,0,0,0.583333331,0.181579100,0.000000000,
(CrHfMoReTaTiZr)C7,,-0.543000000,0.580000000,0.075619312,0.287487356,0.173,0,2271,5.142857143,0.485390270,-0.409,,0.597557878,0.379923551,0.353131513,0.461813783,0.000000014,0,0,0.642857140,0.122109828,0.000000000,
(CrHfMoReTaVW)C7,,-0.352857143,0.770142857,0.073759109,0.346522079,0.173,0,2271,5.571428571,0.405311671,-0.409,,0.355707389,0.134904624,0.376273830,0.323056123,0.000000014,0,0,0.821428568,0.291531618,0.000000000,
(CrHfMoReTaVY)C7,,-0.355428571,0.767571429,0.085136614,0.304342718,0.173,0,2271,5.142857143,0.404097180,-0.409,,0.358978094,0.138218178,0.234729134,0.422196241,0.000000014,0,0,0.642857140,0.294101110,0.000000000,
(CrHfMoReTaVZr)C7,,-0.475714286,0.647285714,0.080148686,0.285306852,0.173,0,2271,5.285714286,0.453848847,-0.409,,0.511974422,0.293218882,0.296782695,0.466938928,0.000000014,0,0,0.702380949,0.188841820,0.000000000,
(CrHfMoReTaWY)C7,,-0.306857143,0.816142857,0.072764988,0.398835038,0.173,0,2271,5.285714286,0.404954822,-0.409,,0.297198105,0.075628820,0.388641442,0.200097575,0.000000014,0,0,0.702380949,0.292286601,0.000000000,
(CrHfMoReTaWZr)C7,,-0.427142857,0.695857143,0.068009147,0.380220130,0.173,0,2271,5.428571429,0.467287439,-0.409,,0.450194432,0.230629524,0.447807672,0.243850828,0.000000014,0,0,0.761904759,0.160409874,0.000000000,
(CrHfMoReTaYZr)C7,,-0.429714286,0.693285714,0.075178938,0.321177680,0.173,0,2271,5.000000000,0.465824527,-0.409,,0.453465138,0.233943078,0.358610087,0.382626648,0.000000014,0,0,0.583333331,0.163504949,0.000000000,
(CrHfMoReTiVW)C7,,-0.396571429,0.726428571,0.072796576,0.342040695,0.173,0,2271,5.428571429,0.450009796,-0.409,,0.411309380,0.191235046,0.388248458,0.333589354,0.000000014,0,0,0.761904759,0.196964076,0.000000000,
(CrHfMoReTiVY)C7,,-0.399142857,0.723857143,0.087815422,0.302324329,0.173,0,2271,5.000000000,0.448665777,-0.409,,0.414580085,0.194548600,0.201402759,0.426940345,0.000000014,0,0,0.583333331,0.199807608,0.000000000,
(CrHfMoReTiVZr)C7,,-0.519428571,0.603571429,0.081795158,0.282835497,0.173,0,2271,5.142857143,0.483186109,-0.409,,0.567576413,0.349549304,0.276299353,0.472747704,0.000000014,0,0,0.642857140,0.126773157,0.000000000,
(CrHfMoReTiWY)C7,,-0.350571429,0.772428571,0.079186551,0.395794216,0.173,0,2271,5.142857143,0.454138071,-0.409,,0.352800095,0.131959242,0.308752380,0.207244851,0.000000014,0,0,0.642857140,0.188229910,0.000000000,
(CrHfMoReTiWZr)C7,,-0.470857143,0.652142857,0.073627456,0.376790961,0.173,0,2271,5.285714286,0.500094114,-0.409,,0.505796423,0.286959946,0.377911696,0.251910887,0.000000014,0,0,0.702380949,0.091000999,0.000000000,
(CrHfMoReTiYZr)C7,,-0.473428571,0.649571429,0.083474424,0.320031886,0.173,0,2271,4.857142857,0.498502001,-0.409,,0.509067128,0.290273500,0.255408020,0.385319769,0.000000014,0,0,0.523809522,0.094369421,0.000000000,
(CrHfMoReVWY)C7,,-0.283285714,0.839714286,0.083519866,0.390703186,0.173,0,2271,5.285714286,0.388228105,-0.409,,0.267216639,0.045254573,0.254842699,0.219211018,0.000000014,0,0,0.702380949,0.327675213,0.000000000,
(CrHfMoReVWZr)C7,,-0.403571429,0.719428571,0.078047999,0.370895221,0.173,0,2271,5.428571429,0.459086938,-0.409,,0.420212967,0.200255277,0.322916815,0.265768478,0.000000014,0,0,0.761904759,0.177759624,0.000000000,
(CrHfMoReVYZr)C7,,-0.406142857,0.716857143,0.087962431,0.319687347,0.173,0,2271,5.000000000,0.457730248,-0.409,,0.423483672,0.203568831,0.199573858,0.386129588,0.000000014,0,0,0.583333331,0.180629964,0.000000000,
(CrHfMoReWYZr)C7,,-0.357571429,0.765428571,0.075114922,0.416785561,0.173,0,2271,5.142857143,0.463829050,-0.409,,0.361703682,0.140979473,0.359406495,0.157905922,0.000000014,0,0,0.642857140,0.167726766,0.000000000,
(CrHfMoScTaTiV)C7,,-0.500428571,0.622571429,0.076933832,0.261572950,0.173,0,2271,4.714285714,0.422378252,-0.104,,0.543409534,0.325065820,0.336777889,0.522724075,0.000000014,0,0,0.464285712,0.255423960,0.394566618,
(CrHfMoScTaTiW)C7,,-0.451857143,0.671142857,0.070078217,0.376059049,0.173,0,2271,4.857142857,0.439525858,-0.169,,0.481629545,0.262476462,0.422066885,0.253631205,0.000000014,0,0,0.523809522,0.219144878,0.310478651,
(CrHfMoScTaTiY)C7,,-0.454428571,0.668571429,0.081912359,0.290951991,0.173,0,2271,4.428571429,0.437825098,-0.104,,0.484900250,0.265790016,0.274841280,0.453670359,0.000000014,0,0,0.345238094,0.222743165,0.394566618,
(CrHfMoScTaTiZr)C7,,-0.574714286,0.548285714,0.076735945,0.276146959,0.173,0,2271,4.571428571,0.458866527,-0.104,,0.637896578,0.420790720,0.339239759,0.488468721,0.000000014,0,0,0.404761903,0.178225945,0.394566618,
(CrHfMoScTaVW)C7,,-0.384571429,0.738428571,0.074359937,0.371983103,0.173,0,2271,5.000000000,0.388963773,-0.169,,0.396046088,0.175771793,0.368799073,0.263211478,0.000000014,0,0,0.583333331,0.326118765,0.310478651,
(CrHfMoScTaVY)C7,,-0.387142857,0.735857143,0.086208258,0.292902436,0.173,0,2271,4.571428571,0.387487669,-0.104,,0.399316794,0.179085347,0.221397080,0.449085954,0.000000014,0,0,0.404761903,0.329241747,0.394566618,
(CrHfMoScTaVZr)C7,,-0.507428571,0.615571429,0.081096087,0.277474029,0.173,0,2271,4.714285714,0.430350308,-0.104,,0.552313121,0.334086051,0.284996323,0.485349520,0.000000014,0,0,0.464285712,0.238557531,0.394566618,
(CrHfMoScTaWY)C7,,-0.338571429,0.784428571,0.074550072,0.410276164,0.173,0,2271,4.714285714,0.392328163,-0.169,,0.337536804,0.116495989,0.366433649,0.173205880,0.000000014,0,0,0.464285712,0.319000745,0.310478651,
(CrHfMoScTaWZr)C7,,-0.458857143,0.664142857,0.069713591,0.395283417,0.173,0,2271,4.857142857,0.447951984,-0.169,,0.490533131,0.271496693,0.426603110,0.208445454,0.000000014,0,0,0.523809522,0.201317776,0.310478651,
(CrHfMoScTaYZr)C7,,-0.461428571,0.661571429,0.077252744,0.299516617,0.173,0,2271,4.428571429,0.446243001,-0.104,,0.493803837,0.274810247,0.332810395,0.433539707,0.000000014,0,0,0.345238094,0.204933459,0.394566618,
(CrHfMoScTiVW)C7,,-0.428285714,0.694714286,0.072625337,0.369008600,0.173,0,2271,4.857142857,0.432147367,-0.169,,0.451648079,0.232102215,0.390378796,0.270202872,0.000000014,0,0,0.523809522,0.234755504,0.310478651,
(CrHfMoScTiVY)C7,,-0.430857143,0.692142857,0.088270064,0.292316574,0.173,0,2271,4.428571429,0.430558252,0.085,,0.454918784,0.235415769,0.195746672,0.450462987,0.000000014,0,0,0.345238094,0.238117586,0.639068556,
(CrHfMoScTiVZr)C7,,-0.551142857,0.571857143,0.082075440,0.276530989,0.173,0,2271,4.571428571,0.458168849,-0.015,,0.607915112,0.390416473,0.272812430,0.487566081,0.000000014,0,0,0.404761903,0.179702019,0.509702451,
(CrHfMoScTiWY)C7,,-0.382285714,0.740714286,0.080247522,0.408401563,0.173,0,2271,4.571428571,0.439774525,-0.169,,0.393138795,0.172826411,0.295553104,0.177612019,0.000000014,0,0,0.404761903,0.218618775,0.310478651,
(CrHfMoScTiWZr)C7,,-0.502571429,0.620428571,0.074558399,0.393109010,0.173,0,2271,4.714285714,0.479191837,-0.169,,0.546135122,0.327827115,0.366330057,0.213556269,0.000000014,0,0,0.464285712,0.135223815,0.310478651,
(CrHfMoScTiYZr)C7,,-0.505142857,0.617857143,0.084830101,0.299761810,0.173,0,2271,4.285714286,0.477359232,-0.015,,0.549405828,0.331140669,0.238542385,0.432963396,0.000000014,0,0,0.285714285,0.139101044,0.509702451,
(CrHfMoScVWY)C7,,-0.315000000,0.808000000,0.084423386,0.405920471,0.173,0,2271,4.714285714,0.377026714,-0.169,,0.307555338,0.086121742,0.243602229,0.183443681,0.000000014,0,0,0.464285712,0.351373926,0.310478651,
(CrHfMoScVWZr)C7,,-0.435285714,0.687714286,0.078812538,0.390013082,0.173,0,2271,4.857142857,0.441088820,-0.169,,0.460551666,0.241122446,0.313405385,0.220833067,0.000000014,0,0,0.523809522,0.215838129,0.310478651,
(CrHfMoScVYZr)C7,,-0.437857143,0.685142857,0.089159091,0.302688632,0.173,0,2271,4.428571429,0.439491079,-0.015,,0.463822371,0.244436000,0.184686507,0.426084072,0.000000014,0,0,0.345238094,0.219218460,0.509702451,
(CrHfMoScWYZr)C7,,-0.389285714,0.733714286,0.077013509,0.423344314,0.173,0,2271,4.571428571,0.449281240,-0.169,,0.402042381,0.181846642,0.335786653,0.142489958,0.000000014,0,0,0.404761903,0.198505477,0.310478651,
(CrHfMoTaTiVW)C7,,-0.483142857,0.639857143,0.077776012,0.352617038,0.173,0,2271,5.142857143,0.433577618,-0.169,,0.521423126,0.302791372,0.326300548,0.308730278,0.000000014,0,0,0.642857140,0.231729531,0.310478651,
(CrHfMoTaTiVY)C7,,-0.485714286,0.637285714,0.090191301,0.283080720,0.173,0,2271,4.714285714,0.431667105,-0.104,,0.524693832,0.306104926,0.171845044,0.472171322,0.000000014,0,0,0.464285712,0.235771591,0.394566618,
(CrHfMoTaTiVZr)C7,,-0.606000000,0.517000000,0.084967155,0.265568316,0.173,0,2271,4.857142857,0.444609620,-0.104,,0.677690159,0.461105630,0.236837338,0.513333201,0.000000014,0,0,0.523809522,0.208389194,0.394566618,
(CrHfMoTaTiWY)C7,,-0.437142857,0.685857143,0.080069897,0.396618359,0.173,0,2271,4.857142857,0.446863171,-0.169,,0.462913842,0.243515568,0.297762898,0.205307751,0.000000014,0,0,0.523809522,0.203621370,0.310478651,
(CrHfMoTaTiWZr)C7,,-0.557428571,0.565571429,0.075225806,0.380026852,0.173,0,2271,5.000000000,0.471924588,-0.169,,0.615910170,0.398516272,0.358027013,0.244305116,0.000000014,0,0,0.583333331,0.150599088,0.310478651,
(CrHfMoTaTiYZr)C7,,-0.560000000,0.563000000,0.083207345,0.293695664,0.173,0,2271,4.571428571,0.469763466,-0.104,,0.619180875,0.401829826,0.258730683,0.447221518,0.000000014,0,0,0.404761903,0.155171359,0.394566618,
(CrHfMoTaVWY)C7,,-0.369857143,0.753142857,0.084687519,0.393410001,0.173,0,2271,5.000000000,0.394735871,-0.169,,0.377330386,0.156810899,0.240316209,0.212848809,0.000000014,0,0,0.583333331,0.313906772,0.310478651,
(CrHfMoTaVWZr)C7,,-0.490142857,0.632857143,0.079918624,0.376140443,0.173,0,2271,5.142857143,0.441621502,-0.169,,0.530326713,0.311811603,0.299644847,0.253439893,0.000000014,0,0,0.642857140,0.214711137,0.310478651,
(CrHfMoTaVYZr)C7,,-0.492714286,0.630285714,0.088005475,0.295814338,0.173,0,2271,4.714285714,0.439705003,-0.104,,0.533597418,0.315125157,0.199038359,0.442241699,0.000000014,0,0,0.464285712,0.218765861,0.394566618,
(CrHfMoTaWYZr)C7,,-0.444142857,0.678857143,0.073515726,0.413442492,0.173,0,2271,4.857142857,0.455379725,-0.169,,0.471817429,0.252535799,0.379301694,0.165763612,0.000000014,0,0,0.523809522,0.185602951,0.310478651,
(CrHfMoTiVWY)C7,,-0.413571429,0.709428571,0.088139346,0.390891185,0.173,0,2271,4.857142857,0.438818172,-0.169,,0.432932376,0.213141321,0.197372902,0.218769138,0.000000014,0,0,0.523809522,0.220642125,0.310478651,
(CrHfMoTiVWZr)C7,,-0.533857143,0.589142857,0.082407400,0.373264692,0.173,0,2271,5.000000000,0.470380827,-0.169,,0.585928704,0.368142025,0.268682606,0.260199176,0.000000014,0,0,0.583333331,0.153865213,0.310478651,
(CrHfMoTiVYZr)C7,,-0.536428571,0.586571429,0.093309303,0.295317194,0.173,0,2271,4.571428571,0.468342017,0.004,,0.589199409,0.371455579,0.133054752,0.443410207,0.000000014,0,0,0.404761903,0.158178710,0.534282011,
(CrHfMoTiWYZr)C7,,-0.487857143,0.635142857,0.082669921,0.411641810,0.173,0,2271,4.714285714,0.487463824,-0.169,,0.527419419,0.308866221,0.265416650,0.169996009,0.000000014,0,0,0.464285712,0.117722823,0.310478651,
(CrHfMoVWYZr)C7,,-0.420571429,0.702428571,0.087320189,0.409315008,0.173,0,2271,4.857142857,0.447856437,-0.169,,0.441835963,0.222161552,0.207563828,0.175465021,0.000000014,0,0,0.523809522,0.201519925,0.310478651,
(CrHfNbReScTaTi)C7,,-0.491142857,0.631857143,0.071869947,0.184501535,0.173,0,2271,4.857142857,0.436503127,-0.409,,0.531598654,0.313100207,0.399776422,0.703875923,0.000000014,0,0,0.523809522,0.225540051,0.000000000,
(CrHfNbReScTaV)C7,,-0.423857143,0.699142857,0.076159610,0.186383410,0.173,0,2271,5.000000000,0.392341116,-0.409,,0.446015198,0.226395538,0.346409791,0.699452686,0.000000014,0,0,0.583333331,0.318973341,0.000000000,
(CrHfNbReScTaW)C7,,-0.375285714,0.747714286,0.065810498,0.337191280,0.173,0,2271,5.142857143,0.401587818,-0.409,,0.384235208,0.163806180,0.475160510,0.344987620,0.000000014,0,0,0.642857140,0.299410151,0.000000000,
(CrHfNbReScTaY)C7,,-0.377857143,0.745142857,0.075351267,0.218230359,0.173,0,2271,4.714285714,0.400217951,-0.409,,0.387505913,0.167119734,0.356466187,0.624598296,0.000000014,0,0,0.464285712,0.302308371,0.000000000,
(CrHfNbReScTaZr)C7,,-0.498142857,0.624857143,0.070739771,0.200316077,0.173,0,2271,4.857142857,0.444368068,-0.409,,0.540502241,0.322120438,0.413836654,0.666704768,0.000000014,0,0,0.523809522,0.208900245,0.000000000,
(CrHfNbReScTiV)C7,,-0.467571429,0.655428571,0.075123575,0.184932420,0.173,0,2271,4.857142857,0.431225449,-0.409,,0.501617188,0.282725960,0.359298853,0.702863153,0.000000014,0,0,0.523809522,0.236706001,0.000000000,
(CrHfNbReScTiW)C7,,-0.419000000,0.704000000,0.068857712,0.334615222,0.173,0,2271,5.000000000,0.444458258,-0.409,,0.439837199,0.220136602,0.437250876,0.351042492,0.000000014,0,0,0.583333331,0.208709430,0.000000000,
(CrHfNbReScTiY)C7,,-0.421571429,0.701428571,0.081497098,0.218529408,0.173,0,2271,4.571428571,0.442967221,-0.409,,0.443107904,0.223450156,0.280007449,0.623895401,0.000000014,0,0,0.404761903,0.211864007,0.000000000,
(CrHfNbReScTiZr)C7,,-0.541857143,0.581142857,0.076075537,0.200193784,0.173,0,2271,4.714285714,0.472220417,-0.409,,0.596104232,0.378450860,0.347455730,0.666992211,0.000000014,0,0,0.464285712,0.149973203,0.000000000,
(CrHfNbReScVW)C7,,-0.351714286,0.771285714,0.073067250,0.330917093,0.173,0,2271,5.142857143,0.388884748,-0.409,,0.354253742,0.133431933,0.384881078,0.359734728,0.000000014,0,0,0.642857140,0.326285958,0.000000000,
(CrHfNbReScVY)C7,,-0.354285714,0.768714286,0.085702898,0.222444673,0.173,0,2271,4.714285714,0.387626372,-0.409,,0.357524448,0.136745487,0.227684143,0.614692798,0.000000014,0,0,0.464285712,0.328948296,0.000000000,
(CrHfNbReScVZr)C7,,-0.474571429,0.648428571,0.080349292,0.203469899,0.173,0,2271,4.857142857,0.439560448,-0.409,,0.510520775,0.291746191,0.294287007,0.659291893,0.000000014,0,0,0.523809522,0.219071695,0.000000000,
(CrHfNbReScWY)C7,,-0.305714286,0.817285714,0.074565063,0.369842769,0.173,0,2271,4.857142857,0.388377473,-0.409,,0.295744458,0.074156129,0.366247159,0.268242207,0.000000014,0,0,0.523809522,0.327359196,0.000000000,
(CrHfNbReScWZr)C7,,-0.426000000,0.697000000,0.069507676,0.354153201,0.173,0,2271,5.000000000,0.453300279,-0.409,,0.448740785,0.229156833,0.429164848,0.305119617,0.000000014,0,0,0.583333331,0.190002422,0.000000000,
(CrHfNbReScYZr)C7,,-0.428571429,0.694428571,0.077646426,0.226805680,0.173,0,2271,4.571428571,0.451798583,-0.409,,0.452011491,0.232470387,0.327912687,0.604442508,0.000000014,0,0,0.404761903,0.193179551,0.000000000,
(CrHfNbReTaTiV)C7,,-0.522428571,0.600571429,0.079681814,0.167928556,0.173,0,2271,5.142857143,0.427648673,-0.409,,0.571392236,0.353415117,0.302590937,0.742829739,0.000000014,0,0,0.642857140,0.244273363,0.000000000,
(CrHfNbReTaTiW)C7,,-0.473857143,0.649142857,0.071025430,0.319054726,0.173,0,2271,5.285714286,0.446990070,-0.409,,0.509612246,0.290825759,0.410282846,0.387616526,0.000000014,0,0,0.702380949,0.203352892,0.000000000,
(CrHfNbReTaTiY)C7,,-0.476428571,0.646571429,0.080965956,0.209995141,0.173,0,2271,4.857142857,0.445190764,-0.409,,0.512882951,0.294139313,0.286615243,0.643954695,0.000000014,0,0,0.523809522,0.207159671,0.000000000,
(CrHfNbReTaTiZr)C7,,-0.596714286,0.526285714,0.076341273,0.189187306,0.173,0,2271,5.000000000,0.460184657,-0.409,,0.665879279,0.449140017,0.344149777,0.692862292,0.000000014,0,0,0.583333331,0.175437186,0.000000000,
(CrHfNbReTaVW)C7,,-0.406571429,0.716428571,0.075641909,0.314357135,0.173,0,2271,5.428571429,0.401086687,-0.409,,0.424028790,0.204121090,0.352850383,0.398657940,0.000000014,0,0,0.761904759,0.300470391,0.000000000,
(CrHfNbReTaVY)C7,,-0.409142857,0.713857143,0.085619476,0.212861937,0.173,0,2271,5.000000000,0.399513786,-0.409,,0.427299495,0.207434644,0.228721975,0.637216459,0.000000014,0,0,0.583333331,0.303798167,0.000000000,
(CrHfNbReTaVZr)C7,,-0.529428571,0.593571429,0.081061305,0.191311265,0.173,0,2271,5.142857143,0.435170527,-0.409,,0.580295822,0.362435348,0.285429035,0.687870052,0.000000014,0,0,0.642857140,0.228359424,0.000000000,
(CrHfNbReTaWY)C7,,-0.360571429,0.762428571,0.072160242,0.358386406,0.173,0,2271,5.142857143,0.406845305,-0.409,,0.365519505,0.144845286,0.396164926,0.295169716,0.000000014,0,0,0.642857140,0.288286919,0.000000000,
(CrHfNbReTaWZr)C7,,-0.480857143,0.642142857,0.067800733,0.341252196,0.173,0,2271,5.285714286,0.454939691,-0.409,,0.518515833,0.299845990,0.450400494,0.335442674,0.000000014,0,0,0.702380949,0.186533928,0.000000000,
(CrHfNbReTaYZr)C7,,-0.483428571,0.639571429,0.073835108,0.221322555,0.173,0,2271,4.857142857,0.453132228,-0.409,,0.521786538,0.303159544,0.375328344,0.617330271,0.000000014,0,0,0.523809522,0.190357965,0.000000000,
(CrHfNbReTiVW)C7,,-0.450285714,0.672714286,0.076297456,0.310884190,0.173,0,2271,5.285714286,0.440914541,-0.409,,0.479630780,0.260451512,0.344694890,0.406820894,0.000000014,0,0,0.702380949,0.216206849,0.000000000,
(CrHfNbReTiVY)C7,,-0.452857143,0.670142857,0.089519520,0.212132034,0.173,0,2271,4.857142857,0.439228359,-0.409,,0.482901486,0.263765066,0.180202502,0.638932052,0.000000014,0,0,0.523809522,0.219774295,0.000000000,
(CrHfNbReTiVZr)C7,,-0.573142857,0.549857143,0.084047202,0.190026851,0.173,0,2271,5.000000000,0.460616180,-0.409,,0.635897813,0.418765770,0.248282241,0.690888991,0.000000014,0,0,0.583333331,0.174524215,0.000000000,
(CrHfNbReTiWY)C7,,-0.404285714,0.718714286,0.079892191,0.356284683,0.173,0,2271,5.000000000,0.450643893,-0.409,,0.421121496,0.201175708,0.299973688,0.300109693,0.000000014,0,0,0.583333331,0.195622520,0.000000000,
(CrHfNbReTiWZr)C7,,-0.524571429,0.598428571,0.074823925,0.338779321,0.173,0,2271,5.142857143,0.483746349,-0.409,,0.574117823,0.356176412,0.363026723,0.341255021,0.000000014,0,0,0.642857140,0.125587861,0.000000000,
(CrHfNbReTiYZr)C7,,-0.527142857,0.595857143,0.083400852,0.221727908,0.173,0,2271,4.714285714,0.481813665,-0.409,,0.577388529,0.359489966,0.256323315,0.616377512,0.000000014,0,0,0.464285712,0.129676828,0.000000000,
(CrHfNbReVWY)C7,,-0.337000000,0.786000000,0.084411759,0.353541846,0.173,0,2271,5.142857143,0.393431061,-0.409,,0.335538039,0.114471039,0.243746871,0.306556572,0.000000014,0,0,0.642857140,0.316667350,0.000000000,
(CrHfNbReVWZr)C7,,-0.457285714,0.665714286,0.079422131,0.335291527,0.173,0,2271,5.285714286,0.449339107,-0.409,,0.488534367,0.269471743,0.305821584,0.349452877,0.000000014,0,0,0.702380949,0.198383049,0.000000000,
