Composition,Predicted EFA,Average Formation Enthalpy,Formation Gap,Radius Mismatch,Electronegativity Mismatch,Carbon Affinity,Magnetic Disorder Risk Index,Minimum Carbide Melting Point,Average Valence Count,Carbide Formation Deviation Index,Metastable Segregation Index,norm_efa,norm_afe,norm_fg,norm_rmis,norm_xmis,norm_ca,norm_mdri,norm_mp,norm_vec,norm_cfdi,norm_msi,Normalized Score
(ReTaVWY)C5,,-0.306400000,0.352600000,0.070310221,0.386905673,-0.053,0,2611,5.200000000,0.230226497,-0.061,,0.296616646,0.672952197,0.419180583,0.228136849,0.318758825,1,0,0.666666664,0.661958224,0.450194043,
(ReTaVWZr)C5,,-0.474800000,0.539200000,0.062508580,0.359922214,-0.053,0,2808,5.400000000,0.348098492,-0.061,,0.510811505,0.432498611,0.516238843,0.291559890,0.318758825,1,1,0.749999997,0.412577184,0.450194043,
(ReTaVYZr)C5,,-0.478400000,0.535600000,0.074486818,0.237873916,-0.053,0,2611,4.800000000,0.344840021,0.113,,0.515390492,0.437137587,0.367220577,0.578427266,0.318758825,1,0,0.499999998,0.419471110,0.675291065,
(ReTaWYZr)C5,,-0.410400000,0.603600000,0.043217284,0.418492533,-0.053,0,2611,5.000000000,0.367816585,-0.028,,0.428898506,0.349512486,0.756237035,0.153893786,0.318758825,1,0,0.583333331,0.370859738,0.492884858,
(ReTiVWY)C5,,-0.367600000,0.597400000,0.076492247,0.382622529,-0.053,0,2611,5.000000000,0.333383023,-0.061,,0.374459433,0.357501834,0.342271544,0.238204128,0.318758825,1,0,0.583333331,0.443710609,0.450194043,
(ReTiVWZr)C5,,-0.536000000,0.478000000,0.066639684,0.354818263,-0.053,0,2808,5.200000000,0.398372188,-0.061,,0.588654292,0.511361202,0.464844807,0.303556427,0.318758825,1,1,0.666666664,0.306213440,0.450194043,
(ReTiVYZr)C5,,-0.539600000,0.474400000,0.084572683,0.237873916,-0.053,0,2611,4.600000000,0.394970682,0.038,,0.593233279,0.516000178,0.241744862,0.578427266,0.318758825,1,0,0.416666665,0.313409983,0.578266487,
(ReTiWYZr)C5,,-0.471600000,0.542400000,0.065833052,0.415692194,-0.053,0,2611,4.800000000,0.425087567,0.023,,0.506741293,0.428375077,0.474879914,0.160475818,0.318758825,1,0,0.499999998,0.249691878,0.558861571,
(ReVWYZr)C5,,-0.377400000,0.636600000,0.074126507,0.411601749,-0.053,0,2611,5.000000000,0.351051905,-0.061,,0.386924455,0.306988540,0.371703118,0.170090169,0.318758825,1,0,0.583333331,0.406328666,0.450194043,
(ScTaTiVW)C5,,-0.509400000,0.455600000,0.057613990,0.351931812,-0.154,0,2454,4.600000000,0.286859269,-0.061,,0.554820662,0.540225941,0.577131215,0.310340863,0.461212984,1,0,0.416666665,0.542140624,0.450194043,
(ScTaTiVY)C5,,-0.513000000,0.452000000,0.081011365,0.144222051,-0.172,0,2454,4.000000000,0.282455660,0.093,,0.559399649,0.544864917,0.286050328,0.798550491,0.486600854,1,0,0.166666666,0.551457311,0.649417844,
(ScTaTiVZr)C5,,-0.681400000,0.332600000,0.072194384,0.112320969,-0.275,0,2454,4.200000000,0.279940422,-0.015,,0.773594508,0.698724285,0.395740176,0.873532117,0.631875887,1,0,0.249999999,0.556778784,0.509702451,
(ScTaTiWY)C5,,-0.445000000,0.520000000,0.064715005,0.398276286,-0.154,0,2454,4.200000000,0.317586524,-0.028,,0.472907664,0.457239816,0.488789260,0.201410890,0.461212984,1,0,0.249999999,0.477131164,0.492884858,
(ScTaTiWZr)C5,,-0.613400000,0.400600000,0.056192674,0.379494400,-0.154,0,2454,4.400000000,0.349784276,-0.028,,0.687102522,0.611099185,0.594813450,0.245556612,0.461212984,1,0,0.333333332,0.409010580,0.492884858,
(ScTaTiYZr)C5,,-0.617000000,0.397000000,0.069167830,0.116619038,-0.172,0,2454,3.800000000,0.345098826,-0.015,,0.691681510,0.615738161,0.433392776,0.863429757,0.486600854,1,0,0.083333333,0.418923557,0.509702451,
(ScTaVWY)C5,,-0.350800000,0.308200000,0.072543689,0.397371363,-0.154,0,2454,4.400000000,0.195927946,-0.061,,0.353090825,0.730166233,0.391394565,0.203537859,0.461212984,1,0,0.333333332,0.734523454,0.450194043,
(ScTaVWZr)C5,,-0.519200000,0.494800000,0.064565466,0.377497020,-0.154,0,2454,4.600000000,0.302658487,-0.061,,0.567285683,0.489712648,0.490649642,0.250251338,0.461212984,1,0,0.416666665,0.508714316,0.450194043,
(ScTaVYZr)C5,,-0.522800000,0.491200000,0.077293302,0.142464031,-0.172,0,2454,4.000000000,0.298369838,-0.015,,0.571864671,0.494351624,0.332305819,0.802682615,0.486600854,1,0,0.166666666,0.517787786,0.509702451,
(ScTaWYZr)C5,,-0.454800000,0.559200000,0.049235975,0.412775968,-0.154,0,2454,4.200000000,0.333822348,-0.028,,0.485372685,0.406726523,0.681360004,0.167330236,0.461212984,1,0,0.249999999,0.442781132,0.492884858,
(ScTiVWY)C5,,-0.412000000,0.553000000,0.077293151,0.395393475,-0.154,0,2454,4.200000000,0.301816501,-0.061,,0.430933612,0.414715870,0.332307700,0.208186768,0.461212984,1,0,0.249999999,0.510495703,0.450194043,
(ScTiVWZr)C5,,-0.580400000,0.433600000,0.067064370,0.374945329,-0.154,0,2454,4.400000000,0.351703625,-0.061,,0.645128471,0.568575239,0.459561395,0.256248937,0.461212984,1,0,0.333333332,0.404949825,0.450194043,
(ScTiVYZr)C5,,-0.584000000,0.430000000,0.086020365,0.148404852,-0.172,0,2454,3.800000000,0.347386240,-0.015,,0.649707458,0.573214215,0.223734609,0.788719063,0.486600854,1,0,0.083333333,0.414084089,0.509702451,
(ScTiWYZr)C5,,-0.516000000,0.498000000,0.068808622,0.412038833,-0.154,0,2454,4.000000000,0.389118491,-0.015,,0.563215472,0.485589114,0.437861593,0.169062829,0.461212984,1,0,0.166666666,0.325791428,0.509702451,
(ScVWYZr)C5,,-0.421800000,0.592200000,0.076590564,0.412649973,-0.154,0,2454,4.200000000,0.319868973,-0.061,,0.443398633,0.364202577,0.341048399,0.167626381,0.461212984,1,0,0.249999999,0.472302199,0.450194043,
(TaTiVWY)C5,,-0.488800000,0.476200000,0.079624343,0.380525952,-0.154,0,2611,4.600000000,0.306011372,-0.061,,0.528618678,0.513680690,0.303305918,0.243132011,0.461212984,1,0,0.416666665,0.501620639,0.450194043,
(TaTiVWZr)C5,,-0.657200000,0.356800000,0.071648047,0.357513636,-0.154,0,2808,4.800000000,0.316826388,-0.061,,0.742813537,0.667540058,0.402537017,0.297221111,0.461212984,1,1,0.499999998,0.478739378,0.450194043,
(TaTiVYZr)C5,,-0.660800000,0.353200000,0.085201263,0.148404852,-0.172,0,2611,4.200000000,0.311139454,0.038,,0.747392524,0.672179034,0.233924849,0.788719063,0.486600854,1,0,0.249999999,0.490771188,0.578266487,
(TaTiWYZr)C5,,-0.592800000,0.421200000,0.062914588,0.401995025,-0.154,0,2611,4.400000000,0.371468114,-0.028,,0.660900539,0.584553933,0.511187794,0.192670212,0.461212984,1,0,0.333333332,0.363134219,0.492884858,
(TaVWYZr)C5,,-0.498600000,0.515400000,0.072193775,0.401367662,-0.154,0,2611,4.600000000,0.321497496,-0.061,,0.541083700,0.463167397,0.395747751,0.194144792,0.461212984,1,0,0.416666665,0.468856744,0.450194043,
(TiVWYZr)C5,,-0.559800000,0.454200000,0.083936787,0.399529724,-0.154,0,2611,4.400000000,0.371450347,-0.061,,0.618926487,0.542029987,0.249655883,0.198464758,0.461212984,1,0,0.333333332,0.363171811,0.450194043,
(CrHfMoNbReSc)C6,,-0.329000000,0.794000000,0.068238244,0.297414787,0.173,0,2271,5.166666667,0.414918064,-0.409,,0.325362512,0.104162204,0.444957530,0.438479936,0.000000014,0,0,0.652777775,0.271207433,0.000000000,
(CrHfMoNbReTa)C6,,-0.393000000,0.730000000,0.069063407,0.277528777,0.173,0,2271,5.500000000,0.430958235,-0.409,,0.406766734,0.186632887,0.434691875,0.485220838,0.000000014,0,0,0.791666663,0.237271345,0.000000000,
(CrHfMoNbReTi)C6,,-0.444000000,0.679000000,0.073169911,0.273414622,0.173,0,2271,5.333333333,0.475249408,-0.409,,0.471635723,0.252351713,0.383603894,0.494890919,0.000000014,0,0,0.722222219,0.143564786,0.000000000,
(CrHfMoNbReV)C6,,-0.365500000,0.757500000,0.077834529,0.266984186,0.173,0,2271,5.500000000,0.418182078,-0.409,,0.371788357,0.151196265,0.325572546,0.510005282,0.000000014,0,0,0.791666663,0.264301780,0.000000000,
(CrHfMoNbReW)C6,,-0.308833333,0.814166667,0.066933422,0.355293306,0.173,0,2271,5.666666667,0.419962465,-0.409,,0.299711702,0.078175348,0.461190487,0.302439867,0.000000014,0,0,0.861111108,0.260535025,0.000000000,
(CrHfMoNbReY)C6,,-0.311833333,0.811166667,0.078062241,0.324550972,0.173,0,2271,5.166666667,0.418908668,-0.409,,0.303527525,0.082041161,0.322739643,0.374697923,0.000000014,0,0,0.652777775,0.262764537,0.000000000,
(CrHfMoNbReZr)C6,,-0.452166667,0.670833333,0.072828945,0.302677863,0.173,0,2271,5.333333333,0.484463764,-0.409,,0.482023241,0.262875316,0.387845762,0.426109384,0.000000014,0,0,0.722222219,0.124070031,0.000000000,
(CrHfMoNbScTa)C6,,-0.430000000,0.693000000,0.070696786,0.281286726,0.173,0,2271,4.833333333,0.409157671,-0.104,,0.453828549,0.234311251,0.414371426,0.476387999,0.000000014,0,0,0.513888887,0.283394660,0.394566618,
(CrHfMoNbScTi)C6,,-0.481000000,0.642000000,0.073776122,0.279384244,0.173,0,2271,4.666666667,0.451412228,0.037,,0.518697539,0.300030076,0.376062179,0.480859673,0.000000014,0,0,0.444444443,0.193996958,0.576972826,
(CrHfMoNbScV)C6,,-0.402500000,0.720500000,0.078236285,0.277993805,0.173,0,2271,4.833333333,0.398241447,0.037,,0.418850173,0.198874629,0.320574397,0.484127818,0.000000014,0,0,0.513888887,0.306490048,0.576972826,
(CrHfMoNbScW)C6,,-0.345833333,0.777166667,0.068306434,0.392598183,0.173,0,2271,5.000000000,0.405316920,-0.169,,0.346773518,0.125853712,0.444109194,0.214756938,0.000000014,0,0,0.583333331,0.291520514,0.310478651,
(CrHfMoNbScY)C6,,-0.348833333,0.774166667,0.079989887,0.314695620,0.173,0,2271,4.500000000,0.403950251,0.037,,0.350589341,0.129719525,0.298758275,0.397862350,0.000000014,0,0,0.374999998,0.294411966,0.576972826,
(CrHfMoNbScZr)C6,,-0.489166667,0.633833333,0.074632588,0.297680851,0.173,0,2271,4.666666667,0.460447397,-0.015,,0.529085056,0.310553679,0.365407098,0.437854569,0.000000014,0,0,0.444444443,0.174881308,0.509702451,
(CrHfMoNbTaTi)C6,,-0.545000000,0.578000000,0.076384231,0.263480971,0.173,0,2271,5.000000000,0.444842669,-0.104,,0.600101760,0.382500760,0.343615338,0.518239383,0.000000014,0,0,0.583333331,0.207896134,0.394566618,
(CrHfMoNbTaV)C6,,-0.466500000,0.656500000,0.081377641,0.260666880,0.173,0,2271,5.166666667,0.403430601,-0.104,,0.500254395,0.281345312,0.281493573,0.524853740,0.000000014,0,0,0.652777775,0.295511386,0.394566618,
(CrHfMoNbTaW)C6,,-0.409833333,0.713166667,0.068244663,0.372990914,0.173,0,2271,5.333333333,0.419160040,-0.169,,0.428177740,0.208324395,0.444877672,0.260842675,0.000000014,0,0,0.722222219,0.262232712,0.310478651,
(CrHfMoNbTaY)C6,,-0.412833333,0.710166667,0.076812268,0.304776785,0.173,0,2271,4.833333333,0.417378891,-0.104,,0.431993563,0.212190208,0.338290242,0.421175990,0.000000014,0,0,0.513888887,0.266001076,0.394566618,
(CrHfMoNbTaZr)C6,,-0.553166667,0.569833333,0.072324356,0.285681447,0.173,0,2271,5.000000000,0.452855907,-0.104,,0.610489278,0.393024362,0.394123225,0.466058466,0.000000014,0,0,0.583333331,0.190942577,0.394566618,
(CrHfMoNbTiV)C6,,-0.517500000,0.605500000,0.081479161,0.257450103,0.173,0,2271,5.000000000,0.442036480,0.037,,0.565123384,0.347064138,0.280230593,0.532414586,0.000000014,0,0,0.583333331,0.213833169,0.576972826,
(CrHfMoNbTiW)C6,,-0.460833333,0.662166667,0.073620370,0.368555740,0.173,0,2271,5.166666667,0.462725771,-0.169,,0.493046729,0.274043221,0.377999846,0.271267293,0.000000014,0,0,0.652777775,0.170060968,0.310478651,
(CrHfMoNbTiY)C6,,-0.463833333,0.659166667,0.085924308,0.303534732,0.173,0,2271,4.666666667,0.460781010,0.037,,0.496862552,0.277909034,0.224929627,0.424095365,0.000000014,0,0,0.444444443,0.174175486,0.576972826,
(CrHfMoNbTiZr)C6,,-0.604166667,0.518833333,0.080495555,0.283925851,0.173,0,2271,4.833333333,0.478412450,0.004,,0.675358268,0.458743188,0.292467383,0.470184890,0.000000014,0,0,0.513888887,0.136872759,0.534282011,
(CrHfMoNbVW)C6,,-0.382333333,0.740666667,0.078475034,0.360636012,0.173,0,2271,5.333333333,0.407151351,-0.169,,0.393199363,0.172887773,0.317604187,0.289882149,0.000000014,0,0,0.722222219,0.287639420,0.310478651,
(CrHfMoNbVY)C6,,-0.385333333,0.737666667,0.090884263,0.303411162,0.173,0,2271,4.833333333,0.405520927,0.037,,0.397015186,0.176753586,0.163224072,0.424385808,0.000000014,0,0,0.513888887,0.291088897,0.576972826,
(CrHfMoNbVZr)C6,,-0.525666667,0.597333333,0.085505676,0.282823070,0.173,0,2271,5.000000000,0.450598368,0.004,,0.575510902,0.357587741,0.230137731,0.472776913,0.000000014,0,0,0.583333331,0.195718838,0.534282011,
(CrHfMoNbWY)C6,,-0.328666667,0.794333333,0.076705537,0.417838353,0.173,0,2271,5.000000000,0.410106355,-0.169,,0.324938531,0.103732669,0.339618053,0.155431398,0.000000014,0,0,0.583333331,0.281387536,0.310478651,
(CrHfMoNbWZr)C6,,-0.469000000,0.654000000,0.071718035,0.397565508,0.173,0,2271,5.166666667,0.471893350,-0.169,,0.503434247,0.284566823,0.401666322,0.203081531,0.000000014,0,0,0.652777775,0.150665178,0.310478651,
(CrHfMoNbYZr)C6,,-0.472000000,0.651000000,0.078699571,0.317896734,0.173,0,2271,4.666666667,0.469934393,0.004,,0.507250070,0.288432637,0.314810773,0.390338320,0.000000014,0,0,0.444444443,0.154809731,0.534282011,
(CrHfMoReScTa)C6,,-0.349500000,0.773500000,0.069447475,0.303241744,0.173,0,2271,5.166666667,0.427487134,-0.409,,0.351437302,0.130578595,0.429913786,0.424784014,0.000000014,0,0,0.652777775,0.244615130,0.000000000,
(CrHfMoReScTi)C6,,-0.400500000,0.722500000,0.069843481,0.300370142,0.173,0,2271,5.000000000,0.476780086,-0.409,,0.416306291,0.196297420,0.424987171,0.431533548,0.000000014,0,0,0.583333331,0.140326342,0.000000000,
(CrHfMoReScV)C6,,-0.322000000,0.801000000,0.074035507,0.296558969,0.173,0,2271,5.166666667,0.411708635,-0.409,,0.316458925,0.095141973,0.372835233,0.440491486,0.000000014,0,0,0.652777775,0.277997602,0.000000000,
(CrHfMoReScW)C6,,-0.265333333,0.857666667,0.066122700,0.390683162,0.173,0,2271,5.333333333,0.407512236,-0.409,,0.244382270,0.022121056,0.471276480,0.219258082,0.000000014,0,0,0.722222219,0.286875898,0.000000000,
(CrHfMoReScY)C6,,-0.268333333,0.854666667,0.080215083,0.341369790,0.173,0,2271,4.833333333,0.406747123,-0.409,,0.248198093,0.025986869,0.295956669,0.335166277,0.000000014,0,0,0.513888887,0.288494642,0.000000000,
(CrHfMoReScZr)C6,,-0.408666667,0.714333333,0.074157322,0.322925000,0.173,0,2271,5.000000000,0.486695890,-0.409,,0.426693809,0.206821023,0.371319763,0.378519675,0.000000014,0,0,0.583333331,0.119347537,0.000000000,
(CrHfMoReTaTi)C6,,-0.464500000,0.658500000,0.074468085,0.281523632,0.173,0,2271,5.333333333,0.481388876,-0.409,,0.497710513,0.278768103,0.367453634,0.475831165,0.000000014,0,0,0.722222219,0.130575552,0.000000000,
(CrHfMoReTaV)C6,,-0.386000000,0.737000000,0.079151887,0.276189347,0.173,0,2271,5.500000000,0.428914910,-0.409,,0.397863147,0.177612656,0.309183623,0.488369089,0.000000014,0,0,0.791666663,0.241594394,0.000000000,
(CrHfMoReTaW)C6,,-0.329333333,0.793666667,0.067948496,0.367816379,0.173,0,2271,5.666666667,0.433340000,-0.409,,0.325786492,0.104591739,0.448562206,0.273005117,0.000000014,0,0,0.861111108,0.232232259,0.000000000,
(CrHfMoReTaY)C6,,-0.332333333,0.790666667,0.078513125,0.328718049,0.173,0,2271,5.166666667,0.432176533,-0.409,,0.329602315,0.108457552,0.317130307,0.364903453,0.000000014,0,0,0.652777775,0.234693799,0.000000000,
(CrHfMoReTaZr)C6,,-0.472666667,0.650333333,0.073458274,0.308135071,0.173,0,2271,5.333333333,0.490146463,-0.409,,0.508098031,0.289291706,0.380016441,0.413282536,0.000000014,0,0,0.722222219,0.112047180,0.000000000,
(CrHfMoReTiV)C6,,-0.437000000,0.686000000,0.076590029,0.271932385,0.173,0,2271,5.333333333,0.474150820,-0.409,,0.462732136,0.243331482,0.341055059,0.498374829,0.000000014,0,0,0.722222219,0.145889063,0.000000000,
(CrHfMoReTiW)C6,,-0.380333333,0.742666667,0.070765773,0.362399411,0.173,0,2271,5.500000000,0.484163769,-0.409,,0.390655481,0.170310564,0.413513175,0.285737383,0.000000014,0,0,0.791666663,0.124704728,0.000000000,
(CrHfMoReTiY)C6,,-0.383333333,0.739666667,0.085516194,0.326547597,0.173,0,2271,5.000000000,0.482805919,-0.409,,0.394471304,0.174176378,0.230006879,0.370004972,0.000000014,0,0,0.583333331,0.127577523,0.000000000,
(CrHfMoReTiZr)C6,,-0.523666667,0.599333333,0.079365079,0.305418656,0.173,0,2271,5.166666667,0.521780179,-0.409,,0.572967020,0.355010532,0.306531354,0.419667311,0.000000014,0,0,0.652777775,0.045119925,0.000000000,
(CrHfMoReVW)C6,,-0.301833333,0.821166667,0.075332794,0.352219155,0.173,0,2271,5.666666667,0.416453045,-0.409,,0.290808116,0.069155117,0.356696005,0.309665478,0.000000014,0,0,0.861111108,0.267959883,0.000000000,
(CrHfMoReVY)C6,,-0.304833333,0.818166667,0.090148133,0.324127033,0.173,0,2271,5.166666667,0.415440897,-0.409,,0.294623938,0.073020930,0.172382078,0.375694367,0.000000014,0,0,0.652777775,0.270101279,0.000000000,
(CrHfMoReVZr)C6,,-0.445166667,0.677833333,0.084051974,0.301919783,0.173,0,2271,5.333333333,0.483504366,-0.409,,0.473119654,0.253855085,0.248222872,0.427891206,0.000000014,0,0,0.722222219,0.126099823,0.000000000,
(CrHfMoReWY)C6,,-0.248166667,0.874833333,0.077753762,0.418834361,0.173,0,2271,5.333333333,0.408910510,-0.409,,0.222547284,0.000000013,0.326577349,0.153090338,0.000000014,0,0,0.722222219,0.283917577,0.000000000,
(CrHfMoReWZr)C6,,-0.388500000,0.734500000,0.072132140,0.396305858,0.173,0,2271,5.500000000,0.494264690,-0.409,,0.401042999,0.180834167,0.396514545,0.206042265,0.000000014,0,0,0.791666663,0.103334275,0.000000000,
(CrHfMoReYZr)C6,,-0.391500000,0.731500000,0.080921712,0.345048306,0.173,0,2271,5.000000000,0.492884960,-0.409,,0.404858822,0.184699980,0.287165677,0.326520140,0.000000014,0,0,0.583333331,0.106253361,0.000000000,
(CrHfMoScTaTi)C6,,-0.501500000,0.621500000,0.075155559,0.282055944,0.173,0,2271,4.666666667,0.456211848,-0.104,,0.544772328,0.326446467,0.358900943,0.474579997,0.000000014,0,0,0.444444443,0.183842434,0.394566618,
(CrHfMoScTaV)C6,,-0.423000000,0.700000000,0.079635647,0.281568030,0.173,0,2271,4.833333333,0.407640773,-0.104,,0.444924963,0.225291020,0.303165292,0.475726811,0.000000014,0,0,0.513888887,0.286603952,0.394566618,
(CrHfMoScTaW)C6,,-0.366333333,0.756666667,0.069392653,0.400236041,0.173,0,2271,5.000000000,0.417348642,-0.169,,0.372848308,0.152270102,0.430595817,0.196804599,0.000000014,0,0,0.583333331,0.266065075,0.310478651,
(CrHfMoScTaY)C6,,-0.369333333,0.753666667,0.080500811,0.314253967,0.173,0,2271,4.500000000,0.415873645,-0.104,,0.376664131,0.156135916,0.292402006,0.398900431,0.000000014,0,0,0.374999998,0.269185716,0.394566618,
(CrHfMoScTaZr)C6,,-0.509666667,0.613333333,0.075325178,0.298240209,0.173,0,2271,4.666666667,0.464793742,-0.104,,0.555159846,0.336970070,0.356790757,0.436539831,0.000000014,0,0,0.444444443,0.165685775,0.394566618,
(CrHfMoScTiV)C6,,-0.474000000,0.649000000,0.076040766,0.279548247,0.173,0,2271,4.666666667,0.450830345,0.085,,0.509793952,0.291009845,0.347888309,0.480474193,0.000000014,0,0,0.444444443,0.195228045,0.639068556,
(CrHfMoScTiW)C6,,-0.417333333,0.705666667,0.071154483,0.396778696,0.173,0,2271,4.833333333,0.465872181,-0.169,,0.437717297,0.217988928,0.408677333,0.204930888,0.000000014,0,0,0.513888887,0.163404127,0.310478651,
(CrHfMoScTiY)C6,,-0.420333333,0.702666667,0.086608267,0.313900196,0.173,0,2271,4.333333333,0.464221810,0.085,,0.441533120,0.221854741,0.216420672,0.399731947,0.000000014,0,0,0.305555554,0.166895807,0.639068556,
(CrHfMoScTiZr)C6,,-0.560666667,0.562333333,0.080272853,0.297456813,0.173,0,2271,4.500000000,0.494237010,-0.015,,0.620028835,0.402688896,0.295237970,0.438381157,0.000000014,0,0,0.374999998,0.103392836,0.509702451,
(CrHfMoScVW)C6,,-0.338833333,0.784166667,0.075518154,0.390971013,0.173,0,2271,5.000000000,0.402323840,-0.169,,0.337869931,0.116833481,0.354389991,0.218581505,0.000000014,0,0,0.583333331,0.297852954,0.310478651,
(CrHfMoScVY)C6,,-0.341833333,0.781166667,0.091052680,0.315687081,0.173,0,2271,4.500000000,0.400999342,0.085,,0.341685754,0.120699294,0.161128843,0.395531979,0.000000014,0,0,0.374999998,0.300655186,0.639068556,
(CrHfMoScVZr)C6,,-0.482166667,0.640833333,0.084761976,0.298421775,0.173,0,2271,4.666666667,0.460001238,-0.015,,0.520181470,0.301533448,0.239389912,0.436113071,0.000000014,0,0,0.444444443,0.175825245,0.509702451,
(CrHfMoScWY)C6,,-0.285166667,0.837833333,0.079513259,0.438089286,0.173,0,2271,4.666666667,0.399512794,-0.169,,0.269609099,0.047678377,0.304687894,0.107832766,0.000000014,0,0,0.444444443,0.303800267,0.310478651,
(CrHfMoScWZr)C6,,-0.425500000,0.697500000,0.073756804,0.420545281,0.173,0,2271,4.833333333,0.475726374,-0.169,,0.448104815,0.228512531,0.376302502,0.149068921,0.000000014,0,0,0.513888887,0.142555672,0.310478651,
(CrHfMoScYZr)C6,,-0.428500000,0.694500000,0.083062093,0.323509402,0.173,0,2271,4.333333333,0.474058629,-0.015,,0.451920638,0.232378344,0.260537736,0.377146072,0.000000014,0,0,0.305555554,0.146084111,0.509702451,
(CrHfMoTaTiV)C6,,-0.538000000,0.585000000,0.082989080,0.263211997,0.173,0,2271,5.000000000,0.445259475,-0.104,,0.591198174,0.373480529,0.261446071,0.518871590,0.000000014,0,0,0.583333331,0.207014300,0.394566618,
(CrHfMoTaTiW)C6,,-0.481333333,0.641666667,0.074793276,0.378006467,0.173,0,2271,5.166666667,0.468292881,-0.169,,0.519121519,0.300459611,0.363408021,0.249053913,0.000000014,0,0,0.652777775,0.158282668,0.310478651,
(CrHfMoTaTiY)C6,,-0.484333333,0.638666667,0.086527332,0.304722096,0.173,0,2271,4.666666667,0.466239447,-0.104,,0.522937342,0.304325425,0.217427562,0.421304535,0.000000014,0,0,0.444444443,0.162627104,0.394566618,
(CrHfMoTaTiZr)C6,,-0.624666667,0.498333333,0.081278402,0.286264252,0.173,0,2271,4.833333333,0.477687020,-0.104,,0.701433057,0.485159579,0.282728191,0.464688615,0.000000014,0,0,0.513888887,0.138407547,0.394566618,
(CrHfMoTaVW)C6,,-0.402833333,0.720166667,0.079668943,0.370963460,0.173,0,2271,5.333333333,0.417341354,-0.169,,0.419274153,0.199304164,0.302751062,0.265608087,0.000000014,0,0,0.722222219,0.266080494,0.310478651,
(CrHfMoTaVY)C6,,-0.405833333,0.717166667,0.091526548,0.305418656,0.173,0,2271,4.833333333,0.415602942,-0.104,,0.423089976,0.203169977,0.155233565,0.419667311,0.000000014,0,0,0.513888887,0.269758441,0.394566618,
(CrHfMoTaVZr)C6,,-0.546166667,0.576833333,0.086322221,0.286045839,0.173,0,2271,5.000000000,0.453391448,-0.104,,0.601585691,0.384004131,0.219979291,0.465201982,0.000000014,0,0,0.583333331,0.189809535,0.394566618,
(CrHfMoTaWY)C6,,-0.349166667,0.773833333,0.077069628,0.424106905,0.173,0,2271,5.000000000,0.422834647,-0.169,,0.351013321,0.130149060,0.335088492,0.140697533,0.000000014,0,0,0.583333331,0.254458368,0.310478651,
(CrHfMoTaWZr)C6,,-0.489500000,0.633500000,0.072252585,0.404903967,0.173,0,2271,5.166666667,0.477002708,-0.169,,0.529509037,0.310983214,0.395016113,0.185832915,0.000000014,0,0,0.652777775,0.139855341,0.310478651,
(CrHfMoTaYZr)C6,,-0.492500000,0.630500000,0.078802917,0.317196924,0.173,0,2271,4.666666667,0.474935346,-0.104,,0.533324860,0.314849027,0.313525072,0.391983181,0.000000014,0,0,0.444444443,0.144229245,0.394566618,
(CrHfMoTiVW)C6,,-0.453833333,0.669166667,0.078444330,0.366412791,0.173,0,2271,5.166666667,0.461852580,-0.169,,0.484143142,0.265022990,0.317986165,0.276304169,0.000000014,0,0,0.652777775,0.171908372,0.310478651,
(CrHfMoTiVY)C6,,-0.456833333,0.666166667,0.094896907,0.304069619,0.173,0,2271,4.666666667,0.459949786,0.085,,0.487958965,0.268888803,0.113303776,0.422838143,0.000000014,0,0,0.444444443,0.175934101,0.639068556,
(CrHfMoTiVZr)C6,,-0.597166667,0.525833333,0.088394829,0.284175220,0.173,0,2271,4.833333333,0.479664263,0.004,,0.666454681,0.449722957,0.194194493,0.469598764,0.000000014,0,0,0.513888887,0.134224305,0.534282011,
(CrHfMoTiWY)C6,,-0.400166667,0.722833333,0.085165154,0.421215173,0.173,0,2271,4.833333333,0.472649065,-0.169,,0.415882310,0.195867885,0.234374074,0.147494379,0.000000014,0,0,0.513888887,0.149066315,0.310478651,
(CrHfMoTiWZr)C6,,-0.540500000,0.582500000,0.079333090,0.401569836,0.173,0,2271,5.000000000,0.507765284,-0.169,,0.594378026,0.376702040,0.306929325,0.193669593,0.000000014,0,0,0.583333331,0.074771152,0.310478651,
(CrHfMoTiYZr)C6,,-0.543500000,0.579500000,0.089293720,0.316951626,0.173,0,2271,4.500000000,0.505521101,0.004,,0.598193849,0.380567853,0.183011622,0.392559740,0.000000014,0,0,0.374999998,0.079519156,0.534282011,
(CrHfMoVWY)C6,,-0.321666667,0.801333333,0.089988201,0.416589993,0.173,0,2271,5.000000000,0.406853236,-0.169,,0.316034945,0.094712438,0.174371759,0.158365594,0.000000014,0,0,0.583333331,0.288270140,0.310478651,
(CrHfMoVWZr)C6,,-0.462000000,0.661000000,0.084214013,0.396021885,0.173,0,2271,5.166666667,0.471158501,-0.169,,0.494530660,0.275546592,0.246206980,0.206709728,0.000000014,0,0,0.652777775,0.152219892,0.310478651,
(CrHfMoVYZr)C6,,-0.465000000,0.658000000,0.094360779,0.318956632,0.173,0,2271,4.666666667,0.469241231,0.004,,0.498346483,0.279412406,0.119973610,0.387847090,0.000000014,0,0,0.444444443,0.156276248,0.534282011,
(CrHfMoWYZr)C6,,-0.408333333,0.714666667,0.079240396,0.441830158,0.173,0,2271,4.833333333,0.482655387,-0.169,,0.426269828,0.206391488,0.308082514,0.099040063,0.000000014,0,0,0.513888887,0.127896004,0.310478651,
