Composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,compound possible,max ionic char,avg ionic char,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,Yang omega,Yang delta,band center,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,EFA
(TiZrHfVNbTaNiTc)C8,22,73,51,42.75,14.9375,22,43,61,18,48.375,4.3125,43,47.867,180.94788,133.08088,99.88377,39.917585,47.867,1728,3290,1562,2369.5,374.5,1728,4,10,6,5.5,1.5,4,4,6,2,4.875,0.65625,4,124,175,51,158.5,12.875,124,1.3,1.91,0.61,1.58875,0.17125,1.3,1,2,1,1.875,0.21875,1,0,0,0,0,0,0,2,8,6,3.625,1.53125,2,0,14,14,3.5,5.25,0,4,19,15,9,5,4,0,1,1,0.125,0.21875,0,0,0,0,0,0,0,2,8,6,6.375,1.53125,2,0,0,0,0,0,0,2,8,6,6.5,1.5,2,10.32,23.195,12.875,17,3.42375,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.074427154,0.130241886,0,194,229,35,211,17,194,FALSE,0.088829279,0.011019633,-1.630695789,-1.342516937,-1.157384506,Ti0.05990337569356862 Zr0.11416269129609344 Hf0.22337212542137724 V0.06375097275563386 Nb0.11626811342823762 Ta0.22644805056917652 Ni0.07345212340303132 Tc0.12264254743288122 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Ni0.125Tc0.125,0.073199876,1.538593284,0.001165849,5.8125,1.145703256,-0.017288477,99.88377,799.07016,-3.226532526,0.153358214,0.3484375,5.5,26.625,6.22625,30,1,0,29,0,62.0425,0.536391868,16.2309375,-0.109460078,1.538593284,0.073199876,3.771008156,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,d,Ta,-0.182464,s,V,-0.175968,0.006496,1.875,0,3.625,3.5,0.208333333,0,0.402777778,0.388888889,0.001165849,0.019714079,0.215864849,0.215864849,0.215864849,71.5678
(TiZrHfVNbTaNiW)C8,22,74,52,46.625,19.78125,22,43,61,18,48.125,3.9375,43,47.867,183.84,135.973,110.61377,52.8591425,47.867,1728,3695,1967,2527.625,538.03125,1728,4,10,6,5.375,1.3125,4,4,6,2,5,0.75,4,124,175,51,160.375,11.03125,124,1.3,2.36,1.06,1.64625,0.244375,1.3,1,2,1,1.875,0.21875,1,0,0,0,0,0,0,2,8,6,3.5,1.375,2,0,14,14,5.25,6.5625,0,4,20,16,10.625,6.28125,4,0,1,1,0.125,0.21875,0,0,0,0,0,0,0,2,8,6,6.5,1.375,2,0,0,0,0,0,0,2,8,6,6.625,1.3125,2,10.32,23.195,12.875,17.220625,3.203125,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.074427154,0.130241886,0,194,229,35,215.375,16.03125,194,FALSE,0.244896158,0.024057974,-0.903866073,-0.701128594,-0.651500537,Ti0.05409249680216124 Zr0.10308843103349609 Hf0.20170409163343767 V0.057566860798614845 Nb0.10498961838114729 Ta0.20448163913046266 Ni0.06632695911187186 W0.20774990310880823 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Ni0.125W0.125,0.073864415,2.962629601,-0.008738394,5.859375,1.145751739,-0.017288477,110.61377,884.91016,-3.168737111,0.133892234,0.30625,5.375,14.75,6.4825,29,1,0,28,0,63.3925,0.576734547,17.4121875,-0.122038997,2.962629601,0.073864415,3.826502322,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,W,-0.181413,s,W,-0.181413,0,1.875,0,3.5,5.25,0.176470588,0,0.329411765,0.494117647,-0.008738394,0.020301308,0.215864849,0.215864849,0.215864849,84.8407
(TiZrHfVNbTaNiY)C8,22,73,51,42.25,15.125,22,12,61,49,43.25,7.875,12,47.867,180.94788,133.08088,98.74700125,40.48596938,47.867,1728,3290,1562,2290.625,418.53125,1728,3,10,7,5,1.25,3,4,6,2,4.875,0.65625,4,124,190,66,163.875,13.65625,124,1.22,1.91,0.69,1.50375,0.16625,1.22,1,2,1,1.875,0.21875,1,0,0,0,0,0,0,1,8,7,3.125,1.4375,1,0,14,14,3.5,5.25,0,3,19,16,8.5,5.375,3,0,1,1,0.125,0.21875,0,0,0,0,0,0,0,2,9,7,6.875,1.4375,2,0,0,0,0,0,0,2,9,7,7,1.25,2,10.32,32.365,22.045,19.26,4.995,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.074427154,0.130241886,0,194,229,35,211,17,194,FALSE,0.112214394,0.01043558,-0.445493918,-0.307926251,-0.304207288,Ti0.0605929792728769 Zr0.11547692441951496 Hf0.2259435701091733 V0.06448486961015436 Nb0.11760658402778584 Ta0.2290549050976877 Ni0.07429769924279092 Y0.11254246822001594 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Ni0.125Y0.125,0.104338066,5.369683739,-0.000675909,8.453125,1.237260181,-0.017288477,98.74700125,789.97601,-1.588075593,0.145156265,0.30625,5,7.375,5.91625,26,1,0,25,0,47.4925,0.33744247,8.9228125,-0.053540896,5.369683739,0.104338066,3.686355312,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.625,d,Ti,-0.17001,d,Ti,-0.17001,0,1.875,0,3.125,3.5,0.220588235,0,0.367647059,0.411764706,-0.000675909,0.016404041,0.215864849,0.215864849,0.215864849,35.4388
(TiZrHfVNbTaOsAu)C8,22,79,57,53.25,21.75,22,43,66,23,49.5,6,43,47.867,196.966569,149.099569,128.6966661,57.96194613,47.867,1337.33,3306,1968.67,2430.16625,532.83375,1337.33,4,11,7,5.75,1.875,4,4,6,2,5.25,0.75,4,136,175,39,159.625,11.46875,136,1.3,2.54,1.24,1.705,0.3325,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,10,8,4,2,2,0,14,14,7,7,0,4,25,21,12.75,8.25,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,8,8,6,2,0,0,0,0,0,0,0,1,8,7,6.25,1.875,1,13.01,23.195,10.185,17.773125,2.650625,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,211,17,194,FALSE,0.319140971,0.037157055,-1.88660578,-1.561172832,-1.316055162,Ti0.04649207458247978 Zr0.08860369381227434 Hf0.173363076696405 V0.04947826304851764 Nb0.09023774935024564 Ta0.17575035687428922 Os0.18476585847922639 Au0.19130892715656195 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Os0.125Au0.125,0.058594803,1.383172782,0.008463783,4.5625,1.104748237,-0.017288477,128.6966661,1029.573329,-5.03545292,0.15610485,0.35546875,5.75,30.375,6.3125,24,2,0,22,0,64.57,0.870323834,23.4784375,-0.225392092,1.383172782,0.058594803,4.012299981,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.625,s,Ta,-0.174814,d,Ti,-0.17001,0.004804,1.75,0,4,7,0.137254902,0,0.31372549,0.549019608,0.008463783,0.019816061,0.215864849,0.215864849,0.215864849,41.3174
(TiZrHfVNbTaReAu)C8,22,79,57,53.125,21.625,22,43,66,23,49.125,5.4375,43,47.867,196.966569,149.099569,128.1937911,57.45907113,47.867,1337.33,3459,2121.67,2449.29125,551.95875,1337.33,4,11,7,5.625,1.6875,4,4,6,2,5.25,0.75,4,136,175,39,160.5,10.5,136,1.3,2.54,1.24,1.6675,0.27625,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,10,8,3.875,1.84375,2,0,14,14,7,7,0,4,25,21,12.625,8.125,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,8,8,6.125,1.84375,0,0,0,0,0,0,0,1,8,7,6.375,1.6875,1,13.01,23.195,10.185,17.84375,2.58,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,211,17,194,FALSE,0.319140971,0.031001711,-1.526276834,-1.245253542,-1.090793232,Ti0.04667445238565175 Zr0.08895126589150555 Hf0.17404314050003097 V0.049672354987855494 Nb0.0905917314566041 Ta0.176439785433485 Re0.18156788090699347 Au0.1920593884378735 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Re0.125Au0.125,0.056660954,1.723949736,-0.001256573,4.40625,1.104681279,-0.017288477,128.1937911,1025.550329,-5.385040422,0.146801501,0.33359375,5.625,24.5625,6.295,23,2,0,21,0,60.645,0.760138404,20.0440625,-0.184095414,1.723949736,0.056660954,3.913172053,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.625,s,Ta,-0.174814,s,Ta,-0.174814,0,1.75,0,3.875,7,0.138613861,0,0.306930693,0.554455446,-0.001256573,0.019228632,0.215864849,0.215864849,0.215864849,44.0541
(TiZrHfVNbTaReOs)C8,22,76,54,52.75,21.25,22,43,57,14,48,3.75,43,47.867,190.23,142.363,127.35172,56.617,47.867,1941,3459,1518,2695.375,505.875,1941,4,8,4,5.25,1.125,4,4,6,2,5.25,0.75,4,144,175,31,161.5,9.5,144,1.3,2.2,0.9,1.625,0.21375,1.3,1,2,1,1.875,0.21875,1,0,0,0,0,0,0,2,6,4,3.375,1.21875,2,0,14,14,7,7,0,4,22,18,12.25,7.75,4,0,1,1,0.125,0.21875,0,0,0,0,0,0,0,4,8,4,6.625,1.21875,4,0,0,0,0,0,0,4,8,4,6.75,1.125,4,13.01,23.195,10.185,17.5175,2.90625,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,207.125,16.40625,194,FALSE,0.183313517,0.018411127,-1.508597299,-1.222400851,-1.042802991,Ti0.04698307176377358 Zr0.08953942671524184 Hf0.17519394319919668 V0.05000079700533294 Nb0.09119073931628091 Ta0.17760643515454677 Re0.18276843846317894 Os0.1867171483824482 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Re0.125Os0.125,0.061527935,1.90686153,0.008220813,4.8125,1.104949757,-0.017288477,127.35172,1018.81376,-4.566800747,0.158000354,0.359375,5.25,24.4375,6.84,28,1,0,27,0,83.43625,0.781663447,31.71765625,-0.234126618,1.90686153,0.061527935,3.834546916,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,d,Ta,-0.182464,d,Ta,-0.182464,0,1.875,0,3.375,7,0.153061224,0,0.275510204,0.571428571,0.008220813,0.023392328,0.215864849,0.215864849,0.215864849,54.2899
(TiZrHfVNbTaRhAg)C8,22,73,51,45.375,13.96875,22,43,65,22,49.625,6.1875,43,47.867,180.94788,133.08088,106.6438075,36.84366438,47.867,1234.93,3290,2055.07,2283.74125,423.6940625,1234.93,4,11,7,5.875,2.0625,4,4,6,2,5,0.5,4,142,175,33,160.5,10.5,142,1.3,2.28,0.98,1.63875,0.233125,1.3,1,2,1,1.625,0.46875,1,0,0,0,0,0,0,2,10,8,4.25,2.375,2,0,14,14,3.5,5.25,0,4,19,15,9.375,4.96875,4,0,1,1,0.375,0.46875,0,0,0,0,0,0,0,0,8,8,5.75,2.375,0,0,0,0,0,0,0,1,8,7,6.125,2.0625,1,13.01,23.195,10.185,17.670625,2.753125,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,214.875,15.65625,194,FALSE,0.213450798,0.021538631,-1.066156225,-0.850026642,-0.767968827,Ti0.056106164439036925 Zr0.10692603975153456 Hf0.20921280403458964 V0.059709866416763104 Nb0.10889800141466253 Ta0.21209374955972007 Rh0.12061823186498662 Ag0.1264351425187065 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Rh0.125Ag0.125,0.061898076,2.280572305,0.008289227,4.875,1.114590545,-0.017288477,106.6438075,853.15046,-4.512346518,0.13679799,0.29296875,5.875,17.3125,5.9025,27,3,0,24,0,56.8675,0.634580549,16.5025,-0.13991654,2.280572305,0.061898076,3.819768213,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,d,Ti,-0.17001,d,Ti,-0.17001,0,1.625,0,4.25,3.5,0.173333333,0,0.453333333,0.373333333,0.008289227,0.018758341,0.215864849,0.215864849,0.215864849,44.7894
(TiZrHfVNbTaRhAu)C8,22,79,57,49.375,18.96875,22,43,66,23,49.75,6.375,43,47.867,196.966569,149.099569,117.7811036,50.76528453,47.867,1337.33,3290,1952.67,2296.54125,414.0940625,1337.33,4,11,7,5.875,2.0625,4,4,6,2,5.125,0.65625,4,136,175,39,159.375,11.78125,136,1.3,2.54,1.24,1.715,0.3475,1.3,1,2,1,1.625,0.46875,1,0,0,0,0,0,0,2,10,8,4.25,2.375,2,0,14,14,5.25,6.5625,0,4,25,21,11.125,7.15625,4,0,1,1,0.375,0.46875,0,0,0,0,0,0,0,0,8,8,5.75,2.375,0,0,0,0,0,0,0,1,8,7,6.125,2.0625,1,13.01,23.195,10.185,17.716875,2.706875,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,214.875,15.65625,194,FALSE,0.319140971,0.039405211,-2.167259105,-1.811633128,-1.498954889,Ti0.05080080603634265 Zr0.09681519062943827 Hf0.18942979232930413 V0.054063744556800075 Nb0.09860068502138726 Ta0.19203831772551874 Rh0.10921265894191946 Au0.2090388047592893 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Rh0.125Au0.125,0.06204235,1.134391444,0.008291735,4.859375,1.114627532,-0.017288477,117.7811036,942.248829,-4.491384713,0.15610485,0.35546875,5.875,35,6.01,27,3,0,24,0,56.7325,0.637979612,16.620625,-0.141700491,1.134391444,0.06204235,3.946814993,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.625,d,Ti,-0.17001,d,Ti,-0.17001,0,1.625,0,4.25,5.25,0.146067416,0,0.382022472,0.471910112,0.008291735,0.018319266,0.215864849,0.215864849,0.215864849,61.9218
(TiZrHfVNbTaRhOs)C8,22,76,54,49,18.5,22,43,59,16,48.625,4.6875,43,47.867,190.23,142.363,116.9390325,49.71269563,47.867,1941,3306,1365,2542.625,429.53125,1941,4,9,5,5.5,1.5,4,4,6,2,5.125,0.65625,4,142,175,33,160.375,10.625,142,1.3,2.28,0.98,1.6725,0.28375,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,8,6,3.75,1.6875,2,0,14,14,5.25,6.5625,0,4,22,18,10.75,6.6875,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,2,8,6,6.25,1.6875,2,0,0,0,0,0,0,3,8,5,6.5,1.5,3,13.01,23.195,10.185,17.390625,3.033125,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,211,17,194,FALSE,0.213450798,0.027750933,-2.088586011,-1.735401295,-1.449406243,Ti0.0511666196656792 Zr0.0975123511475948 Hf0.19079386517072475 V0.05445305441534245 Nb0.09931070278010039 Ta0.19342117440556042 Rh0.10999909290338963 Os0.2033431395116083 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Rh0.125Os0.125,0.066162228,1.297656495,0.007912077,5.203125,1.114924514,-0.017288477,116.9390325,935.51226,-3.949448847,0.166169963,0.375,5.5,33.875,6.555,32,2,0,30,0,79.52375,0.756250685,29.27234375,-0.214066525,1.297656495,0.066162228,3.867513887,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,V,-0.175968,s,Ta,-0.174814,0.001154,1.75,0,3.75,5.25,0.162790698,0,0.348837209,0.488372093,0.007912077,0.02354558,0.215864849,0.215864849,0.215864849,56.4521
(TiZrHfVNbTaRhRe)C8,22,75,53,48.875,18.34375,22,43,59,16,48.25,4.125,43,47.867,186.207,138.34,116.4361575,49.08410188,47.867,1941,3459,1518,2561.75,453.4375,1941,4,9,5,5.375,1.3125,4,4,6,2,5.125,0.65625,4,142,175,33,161.25,9.75,142,1.3,2.28,0.98,1.635,0.2275,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,8,6,3.625,1.53125,2,0,14,14,5.25,6.5625,0,4,21,17,10.625,6.53125,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,2,8,6,6.375,1.53125,2,0,0,0,0,0,0,3,8,5,6.625,1.3125,3,13.01,23.195,10.185,17.46125,2.9625,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,211,17,194,FALSE,0.213450798,0.021048905,-1.739772133,-1.429545394,-1.212097388,Ti0.051387602686905905 Zr0.09793349630246945 Hf0.1916178829587364 V0.05468823118797955 Nb0.09973961481853263 Ta0.1942565392541402 Rh0.11047416692705614 Re0.19990246586417967 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Rh0.125Re0.125,0.064656199,1.567743572,0.008077015,5.109375,1.114850088,-0.017288477,116.4361575,931.48926,-4.135579742,0.158000354,0.359375,5.375,28.25,6.5375,31,2,0,29,0,75.59875,0.687484849,25.83796875,-0.186199886,1.567743572,0.064656199,3.771963046,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,V,-0.175968,s,V,-0.175968,0,1.75,0,3.625,5.25,0.164705882,0,0.341176471,0.494117647,0.008077015,0.021255895,0.215864849,0.215864849,0.215864849,63.0281
(TiZrHfVNbTaRhW)C8,22,74,52,48.75,18.1875,22,43,59,16,47.875,3.59375,43,47.867,183.84,135.973,116.1402825,48.71425813,47.867,1941,3695,1754,2591.25,490.3125,1941,4,9,5,5.25,1.125,4,4,6,2,5.125,0.65625,4,142,175,33,162.625,8.375,142,1.3,2.36,1.06,1.6925,0.31375,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,2,8,6,3.5,1.375,2,0,14,14,5.25,6.5625,0,4,20,16,10.5,6.375,4,0,1,1,0.25,0.375,0,0,0,0,0,0,0,2,8,6,6.5,1.375,2,0,0,0,0,0,0,3,8,5,6.75,1.125,3,13.01,23.195,10.185,17.635625,2.788125,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,2.81667E-06,4.92917E-06,0,194,229,35,215.375,16.03125,194,FALSE,0.244896158,0.032787288,-1.334347412,-1.073785906,-0.920996392,Ti0.051518515980878546 Zr0.09818298831845874 Hf0.19210604210472795 V0.054827553049907544 Nb0.09999370804010227 Ta0.19475142055040204 Rh0.11075560712537443 W0.19786416483014838 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Rh0.125W0.125,0.066162228,2.071619236,0.007912077,5.203125,1.114924514,-0.017288477,116.1402825,929.12226,-3.949448847,0.144830978,0.328125,5.25,21.625,6.64625,30,2,0,28,0,72.41125,0.635308117,23.04890625,-0.164189366,2.071619236,0.066162228,3.815290665,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.75,s,W,-0.181413,s,V,-0.175968,0.005445,1.75,0,3.5,5.25,0.166666667,0,0.333333333,0.5,0.007912077,0.02354558,0.215864849,0.215864849,0.215864849,96.0344
(TiZrHfVNbTaScAg)C8,21,73,52,42.375,16.21875,21,11,65,54,43.625,8.3125,11,44.955912,180.94788,135.991968,99.400109,42.27643825,44.955912,1234.93,3290,2055.07,2230.86625,463.3503125,1234.93,3,11,8,5.125,1.46875,3,4,6,2,4.875,0.65625,4,145,175,30,164,8.5,145,1.3,1.93,0.63,1.52375,0.15125,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,1,10,9,3.375,1.8125,1,0,14,14,3.5,5.25,0,3,19,16,8.625,5.53125,3,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,9,9,6.625,1.8125,0,0,0,0,0,0,0,1,9,8,6.875,1.46875,1,13.01,23.195,10.185,18.745,2.84875,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,3.61042E-06,5.41562E-06,0,194,229,35,211,17,194,FALSE,0.094461061,0.009045028,0.189478142,0.247018343,0.080332103,Ti0.06019485350866163 Zr0.11471818406154866 Hf0.22445900939605606 V0.06406117220656166 Nb0.11683385075563647 Ta0.22754990137888076 Sc0.05653403257334455 Ag0.13564899611931008 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Sc0.125Ag0.125,0.062074746,12.34184954,-0.00231429,5.03125,1.121056643,-0.017288477,99.400109,795.200872,-4.48669789,0.095213495,0.2078125,5.125,3.125,5.67125,19,2,0,17,0,42.37875,0.292950704,6.67953125,-0.038779445,12.34184954,0.062074746,3.706003331,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.625,d,Ti,-0.17001,d,Ti,-0.17001,0,1.75,0,3.375,3.5,0.202898551,0,0.391304348,0.405797101,-0.00231429,0.011981897,0.215864849,0.215864849,0.215864849,56.3428
(TiZrHfVNbTaScAu)C8,21,79,58,46.375,21.21875,21,11,66,55,43.75,8.375,11,44.955912,196.966569,152.010657,110.5374051,56.19805841,44.955912,1337.33,3290,1952.67,2243.66625,453.7503125,1337.33,3,11,8,5.125,1.46875,3,4,6,2,5,0.75,4,136,175,39,162.875,9.90625,136,1.3,2.54,1.24,1.6,0.2425,1.3,1,2,1,1.75,0.375,1,0,0,0,0,0,0,1,10,9,3.375,1.8125,1,0,14,14,5.25,6.5625,0,3,25,22,10.375,7.71875,3,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,9,9,6.625,1.8125,0,0,0,0,0,0,0,1,9,8,6.875,1.46875,1,13.01,23.195,10.185,18.79125,2.8140625,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,3.61042E-06,5.41562E-06,0,194,229,35,211,17,194,FALSE,0.319140971,0.03049537,-1.080365171,-0.86199074,-0.762547031,Ti0.05412986665675538 Zr0.10315964977742188 Hf0.20184343910343805 V0.05760663092099158 Nb0.10506215056222126 Ta0.20462290547188197 Sc0.05083789504236382 Au0.2227374624649259 ,Ti0.125Zr0.125Hf0.125V0.125Nb0.125Ta0.125Sc0.125Au0.125,0.0625555,2.248670858,-0.00234676,5.046875,1.121094933,-0.017288477,110.5374051,884.299241,-4.418000288,0.13967137,0.2953125,5.125,17.25,5.77875,19,2,0,17,0,42.24375,0.297520012,6.79765625,-0.040122093,2.248670858,0.0625555,3.829266254,8,0.353553391,0.25,0.189464571,0.168237524,0.153893052,0.5,d,Ti,-0.17001,d,Ti,-0.17001,0,1.75,0,3.375,5.25,0.168674699,0,0.325301205,0.506024096,-0.00234676,0.012849386,0.215864849,0.215864849,0.215864849,68.6412
