Composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,compound possible,max ionic char,avg ionic char,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,Weight Fraction,Atomic Fraction,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Atomic weight mean,Total weight,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Interant electrons,Interant s electrons,Interant p electrons,Interant d electrons,Interant f electrons,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,band center,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,EFA
(CrNbTaWZr)C5,24,74,50,50.4,18.48,24,44,51,7,47.8,1.84,44,51.9961,183.84,131.8439,120.182872,49.7688544,51.9961,2128,3695,1567,2808.6,547.12,2128,4,6,2,5.2,0.64,4,4,6,2,5.2,0.64,4,139,175,36,162,9.2,139,1.33,2.36,1.03,1.69,0.268,1.33,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.6,0.88,2,0,14,14,5.6,6.72,0,4,20,16,10.8,6.96,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.4,0.88,5,0,0,0,0,0,0,6,8,2,6.8,0.64,6,11.19,23.195,12.005,17.347,2.9816,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,222,11.2,194,FALSE,0.232966652,0.028536982,-0.262798604,-0.129038877,-0.153906705,Cr0.0865283033009895 Nb0.15460835384263405 Ta0.3011209118051364 W0.30593377731895105 Zr0.15180865373228888 ,Cr0.2Nb0.2Ta0.2W0.2Zr0.2,0.067363882,5.592485492,-0.003434402,5.28,1.125298369,-0.013380867,120.182872,600.91436,-2.948696237,0.115175111,0.264,5.2,6.72,6.984,20,2,0,18,0,81.996,0.564077399,25.356,-0.144305038,3.903337856,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Zr,-0.162391,d,Zr,-0.150673,0.011718,1.6,0,3.6,5.6,0.148148148,0,0.333333333,0.518518519,-0.003434402,0.020506938,0.055901699,0.055901699,0.055901699,45
(MnMoNbTaZr)C5,25,73,48,44.2,11.52,25,44,52,8,48.2,2.24,44,54.938045,180.94788,126.009835,103.195261,31.1010476,54.938045,1519,3290,1771,2516.6,554.48,1519,4,7,3,5.4,0.88,4,4,6,2,5,0.4,4,139,175,36,160.4,11.12,139,1.33,2.16,0.83,1.628,0.2128,1.33,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.8,1.04,2,0,14,14,2.8,4.48,0,4,19,15,8.2,4.32,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.2,1.04,5,0,0,0,0,0,0,5,8,3,6.6,0.88,5,10.48758621,23.195,12.70741379,17.13451724,3.23657931,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20241E-05,9.92386E-05,0,194,229,35,219.6,11.28,194,FALSE,0.158210251,0.018666296,-0.169440708,-0.057564401,-0.154232546,Mn0.10647809604729996 Mo0.18594597850684272 Nb0.1800663720932725 Ta0.35070388373294514 Zr0.1768056696196396 ,Mn0.2Mo0.2Nb0.2Ta0.2Zr0.2,0.059597938,7.516582455,0.011187468,4.64,1.114917066,-0.013380867,103.195261,515.956305,-3.767226963,0.099715546,0.224,5.4,4.48,6.332,21,2,0,19,0,66.52,0.447243783,16.1896,-0.090229362,3.814476843,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Mo,-0.153347,d,Mo,-0.153347,0,1.6,0,3.8,2.8,0.195121951,0,0.463414634,0.341463415,0.011187468,0.019214482,0.055901699,0.055901699,0.057498891,48
(IrNbTiVW)C5,22,77,55,47.4,22.48,22,43,60,17,49.4,4.88,43,47.867,192.217,144.35,113.554376,59.5792992,47.867,1941,3695,1754,2661.6,479.68,1941,4,9,5,5.8,1.36,4,4,6,2,5,0.8,4,141,164,23,156,7.2,141,1.54,2.36,0.82,1.866,0.3312,1.54,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,7,5,4,1.2,2,0,14,14,5.6,6.72,0,4,23,19,11.4,8.08,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,8,5,6,1.2,3,0,0,0,0,0,0,3,8,5,6.2,1.36,3,13.01,18.18,5.17,15.628,1.6144,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,221.2,10.88,194,FALSE,0.154730696,0.027628427,-1.084551803,-0.852787394,-0.756805465,Ir0.33854617808828436 Nb0.1636332887778803 Ti0.08430674657575503 V0.089721773470007 W0.3237920130880733 ,Ir0.2Nb0.2Ti0.2V0.2W0.2,0.027113459,1.264719996,-0.004346475,2,1.040057983,-0.013380867,113.554376,567.77188,-18.20180196,0.138979784,0.34,5.8,28.16,6.714,21,1,0,20,0,97.242,0.731524353,36.6816,-0.22921192,4.078611966,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,d,V,-0.204634,d,V,-0.204634,0,1.8,0,4,5.6,0.157894737,0,0.350877193,0.49122807,-0.004346475,0.009124854,0,0.042591771,0.051110125,97
(MnTaTiWZr)C5,22,74,52,46.8,21.36,22,43,52,9,47.6,3.28,43,47.867,183.84,135.973,111.763385,56.504444,47.867,1519,3695,2176,2514.6,782.32,1519,4,7,3,5.2,1.04,4,4,6,2,5,0.8,4,139,175,36,161.2,9.36,139,1.33,2.36,1.03,1.656,0.2816,1.33,2,2,0,2,0,2,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,14,14,5.6,6.72,0,4,20,16,10.8,6.96,4,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,6.8,1.04,5,0,0,0,0,0,0,5,8,3,6.8,1.04,5,10.48758621,23.195,12.70741379,16.90851724,2.999186207,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,6.65308E-05,9.7436E-05,0,194,229,35,212.6,14.88,194,FALSE,0.232966652,0.029561175,-0.239712463,-0.119081668,-0.196583485,Mn0.09831134767437474 Ta0.3238052963410154 Ti0.0856577491814515 W0.32898073013805007 Zr0.16324487666510815 ,Mn0.2Ta0.2Ti0.2W0.2Zr0.2,0.063838866,5.392231998,-0.003220165,4.96,1.115215936,-0.013380867,111.763385,558.816925,-3.283325334,0.115514136,0.268,5.2,6.24,6.204,16,0,0,16,0,74.334,0.572821704,21.992,-0.134469563,3.824374758,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ta,-0.182464,d,Ta,-0.182464,0,2,0,3.2,5.6,0.185185185,0,0.296296296,0.518518519,-0.003220165,0.022442612,0.055901699,0.055901699,0.055901699,48
(MoTaVWZr)C5,23,74,51,50.4,18.48,23,44,51,7,47.8,2.24,44,50.9415,183.84,132.8985,120.582676,49.4490112,50.9415,2128,3695,1567,2838.4,546.32,2128,4,6,2,5.2,0.64,4,4,6,2,5.2,0.64,4,153,175,22,162.8,7.76,153,1.33,2.36,1.03,1.796,0.3712,1.33,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,3.4,0.88,2,0,14,14,5.6,6.72,0,4,20,16,10.8,6.96,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,6.6,0.88,5,0,0,0,0,0,0,6,8,2,6.8,0.64,6,13.01,23.195,10.185,17.213,2.7556,13.01,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,222,11.2,194,FALSE,0.232966652,0.035973248,-0.18638172,-0.060457109,-0.12052184,Mo0.15913261479169 Ta0.3001324711842083 V0.0844950395706783 W0.30492953828751607 Zr0.15131033616590714 ,Mo0.2Ta0.2V0.2W0.2Zr0.2,0.061852696,7.91255257,-0.018812059,4.64,1.1054374,-0.013380867,120.582676,602.89338,-3.497574544,0.112715124,0.264,5.2,4.8,7.076,18,1,0,17,0,83.622,0.532090876,24.5616,-0.128206433,3.904866123,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ta,-0.182464,d,Ta,-0.182464,0,1.8,0,3.4,5.6,0.166666667,0,0.314814815,0.518518519,-0.018812059,0.019421977,0.055901699,0.055901699,0.055901699,46
(CrHfMoTiV)C5,22,72,50,36.6,16.32,22,43,50,7,46.6,2.32,43,47.867,178.49,130.623,85.05092,41.739264,47.867,1941,2896,955,2341.2,287.84,1941,4,6,2,5,0.8,4,4,6,2,4.6,0.72,4,139,175,36,156.2,9.04,139,1.3,2.16,0.86,1.658,0.2016,1.3,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.4,1.28,2,0,14,14,2.8,4.48,0,4,18,14,7.8,4.08,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.6,1.28,5,0,0,0,0,0,0,6,8,2,7,0.8,6,11.19,22.2,11.01,15.756,2.9512,11.19,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,215,16.8,194,FALSE,0.168812602,0.018708762,-0.180402752,-0.073698636,-0.093429626,Cr0.12227626820583272 Hf0.4197447714743814 Mo0.22561663608746793 Ti0.11256609880757584 V0.119796225424742 ,Cr0.2Hf0.2Mo0.2Ti0.2V0.2,0.068456384,6.526517784,0.010648931,5.12,1.125827387,-0.013380867,85.05092,425.2346,-2.855330226,0.102763962,0.236,5,4.8,5.504,19,2,0,17,0,74.262,0.465303163,17.9216,-0.099656803,3.622861979,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Hf,-0.166465,s,Hf,-0.166465,0,1.6,0,3.4,2.8,0.205128205,0,0.435897436,0.358974359,0.010648931,0.020280106,0.055901699,0.061225671,0.074504905,47
(CrNbTiVZr)C5,22,41,19,30,8.4,22,43,49,6,45.8,1.84,43,47.867,92.90638,45.03938,66.986996,20.0625552,47.867,1941,2750,809,2236.4,205.44,1941,4,6,2,4.8,0.64,4,4,5,1,4.4,0.48,4,139,175,36,158.2,9.76,139,1.33,1.66,0.33,1.552,0.0936,1.33,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.2,1.04,2,0,0,0,0,0,0,4,6,2,4.8,0.64,4,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.8,1.04,5,0,0,0,0,0,0,6,8,2,7.2,0.64,6,11.19,23.195,12.005,16.453,3.4824,11.19,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,215,16.8,194,FALSE,0.02685774,0.00343986,-0.178036809,-0.075603042,-0.076967809,Cr0.15524236972799915 Nb0.277386315397693 Ti0.1429143053377106 V0.1520936989023959 Zr0.2723633106342013 ,Cr0.2Nb0.2Ti0.2V0.2Zr0.2,0.068069077,6.449347095,0.010574072,5.2,1.12556218,-0.013380867,66.986996,334.93498,-2.887915756,0.100362054,0.228,4.8,4.64,5.616,18,2,0,16,0,54.83,0.569000663,13.932,-0.122872411,3.629969989,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Ti,-0.167106,s,Zr,-0.162391,0.004715,1.6,0,3.2,0,0.333333333,0,0.666666667,0,0.010574072,0.022536007,0.055901699,0.055901699,0.067247023,43
(AlHfTiVZr)C5,13,72,59,34,17.6,13,43,73,30,50.2,9.12,43,26.9815386,178.49,151.5084614,79.10080772,44.60495382,26.9815386,933.47,2506,1572.53,1938.294,401.9296,933.47,4,13,9,6,2.8,4,3,6,3,4.4,0.88,3,121,175,54,156.8,15.84,121,1.3,1.63,0.33,1.482,0.1336,1.3,2,2,0,2,0,2,0,1,1,0.2,0.32,0,0,3,3,1.8,0.72,0,0,14,14,2.8,4.48,0,3,18,15,6.8,4.48,3,0,0,0,0,0,0,0,5,5,1,1.6,0,0,8,8,6.2,2.48,0,0,0,0,0,0,0,5,8,3,7.2,0.96,5,13.01,23.195,10.185,18.315,3.506,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,207.2,15.84,194,FALSE,0.02685774,0.004843512,-0.108825725,-0.024992256,-0.043146951,Al0.06822063990928866 Hf0.45129754080847456 Ti0.12102784125653679 V0.12880146604904985 Zr0.23065251197665015 ,Al0.2Hf0.2Ti0.2V0.2Zr0.2,0.06621916,1.183214135,0.009428538,5.2,1.104255277,-0.013380867,79.10080772,395.5040386,-3.051524849,0.082495769,0.176,4,21.92,5.248,10,0,1,9,0,39.908,0.231028622,5.2096,-0.025795911,3.446114189,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.4,d,Ti,-0.17001,d,Ti,-0.17001,0,2,0.2,1.8,2.8,0.294117647,0.029411765,0.264705882,0.411764706,0.009428538,0.01838552,0.063887656,0.070680107,0.076114068,64
(IrTaTiVW)C5,22,77,55,53.8,25.04,22,43,60,17,49.6,4.72,43,47.867,192.217,144.35,131.162676,65.4067408,47.867,1941,3695,1754,2769.6,578.32,1941,4,9,5,5.8,1.36,4,4,6,2,5.2,0.96,4,141,170,29,157.2,8.16,141,1.5,2.36,0.86,1.846,0.3472,1.5,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,3.8,1.36,2,0,14,14,8.4,6.72,0,4,23,19,14.2,7.76,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,6.2,1.36,3,0,0,0,0,0,0,3,8,5,6.2,1.36,3,13.01,18.12,5.11,15.616,1.6048,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,221.2,10.88,194,FALSE,0.168812602,0.030311259,-1.07409941,-0.839677566,-0.748302725,Ir0.29309710027569125 Ta0.27591367532025646 Ti0.07298875176959639 V0.0776768232450518 W0.280323649389404 ,Ir0.2Ta0.2Ti0.2V0.2W0.2,0.031195135,1.323558882,-0.004461377,2.32,1.048894106,-0.013380867,131.162676,655.81338,-13.75024764,0.138979784,0.34,5.8,28,6.82,19,0,0,19,0,103.482,0.646081672,35.8096,-0.18226819,4.136400835,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,d,V,-0.204634,d,V,-0.204634,0,2,0,3.8,8.4,0.14084507,0,0.267605634,0.591549296,-0.004461377,0.007306152,0,0.042591771,0.051110125,99
(AlCrTaVW)C5,13,74,61,41.4,25.68,13,46,73,27,53.4,7.84,46,26.9815386,183.84,156.8584614,98.94140372,66.76202902,26.9815386,933.47,3695,2761.53,2456.294,828.9648,933.47,5,13,8,7,2.4,5,3,6,3,4.6,1.12,3,121,170,49,149,15.2,121,1.5,2.36,0.86,1.752,0.2432,1.5,1,2,1,1.8,0.32,1,0,1,1,0.2,0.32,0,0,5,5,3,1.2,0,0,14,14,5.6,6.72,0,3,20,17,10.6,7.12,3,0,1,1,0.2,0.32,0,0,5,5,1,1.6,0,0,7,7,5,2,0,0,0,0,0,0,0,5,7,2,6.2,0.64,5,11.19,18.12,6.93,14.97,2.296,11.19,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,228.2,1.28,225,FALSE,0.168812602,0.022183574,0.379459023,0.420877991,0.267966059,Al0.054540440271813026 Cr0.10510483588275493 Ta0.3657677639425348 V0.1029730690786686 W0.37161389082422847 ,Al0.2Cr0.2Ta0.2V0.2W0.2,0.038899015,3.20970145,-0.004809437,2.96,1.068180315,-0.013380867,98.94140372,494.7070186,-8.843151023,0.064990171,0.156,5,10.24,5.96,17,1,1,15,0,82.292,0.56353331,25.8416,-0.146159325,3.791667801,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ta,-0.182464,d,Ta,-0.182464,0,1.8,0.2,3,5.6,0.169811321,0.018867925,0.283018868,0.528301887,-0.004809437,0.013662035,0.063887656,0.063887656,0.063887656,59
(IrMoTaTiV)C5,22,77,55,47.4,22.08,22,43,60,17,49.4,4.48,43,47.867,192.217,144.35,113.586676,58.3966112,47.867,1941,3290,1349,2609.8,438.24,1941,4,9,5,5.8,1.36,4,4,6,2,5,0.8,4,141,170,29,155.6,7.52,141,1.5,2.2,0.7,1.806,0.2992,1.5,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,7,5,4,1.6,2,0,14,14,5.6,6.72,0,4,23,19,11.4,7.68,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,8,5,6,1.6,3,0,0,0,0,0,0,3,8,5,6.2,1.36,3,13.01,18.12,5.11,15.544,1.5472,13.01,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,221.2,10.88,194,FALSE,0.115294095,0.022645973,-1.076178062,-0.847226086,-0.750279716,Ir0.3384618266961768 Mo0.16893421317173402 Ta0.3186188006347024 Ti0.0842857408994308 V0.0896994185979559 ,Ir0.2Mo0.2Ta0.2Ti0.2V0.2,0.028519301,1.247192364,-0.004475451,2.24,1.048792391,-0.013380867,113.586676,567.91338,-16.451538,0.13719335,0.328,5.8,28,6.404,21,1,0,20,0,96.042,0.654768265,32.8336,-0.173732075,4.042121339,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,1,d,Ta,-0.182464,d,Ta,-0.182464,0,1.8,0,4,5.6,0.157894737,0,0.350877193,0.49122807,-0.004475451,0.013922982,0,0.042591771,0.051110125,96
(CrHfTiWZr)C5,22,74,52,46.4,21.28,22,43,51,8,46.4,2.88,43,47.867,183.84,135.973,110.68342,56.385264,47.867,1941,3695,1754,2490,488.4,1941,4,6,2,4.8,0.96,4,4,6,2,5,0.8,4,139,175,36,162.2,10.24,139,1.3,2.36,1.06,1.638,0.2976,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,3,1.2,2,0,14,14,5.6,6.72,0,4,20,16,10.4,6.88,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,7,1.2,5,0,0,0,0,0,0,6,8,2,7.2,0.96,6,11.19,23.195,12.005,17.865,3.866,11.19,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,4.50667E-06,7.21067E-06,0,194,229,35,208,16.8,194,FALSE,0.244896158,0.033428234,-0.300705549,-0.173826162,-0.154100069,Cr0.09395463204877476 Hf0.3225234637672019 Ti0.08649353263569194 W0.3321906749899849 Zr0.1648376965583463 ,Cr0.2Hf0.2Ti0.2W0.2Zr0.2,0.080125855,4.338327909,-0.001371308,6.32,1.124515191,-0.013380867,110.68342,553.4171,-2.084197593,0.137004276,0.3,4.8,7.68,6.108,16,1,0,15,0,79.23,0.596287786,25.2064,-0.15672139,3.685653069,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.6,s,Ti,-0.167106,s,Hf,-0.166465,0.000641,1.8,0,3,5.6,0.173076923,0,0.288461538,0.538461538,-0.001371308,0.017315392,0.055901699,0.058563685,0.060693274,44
(CrHfNbVW)C5,23,74,51,46.8,20.96,23,45,51,6,47.6,1.92,45,50.9415,183.84,132.8985,111.634796,55.6241632,50.9415,2180,3695,1515,2662.8,447.76,2180,4,6,2,5.2,0.64,4,4,6,2,5,0.8,4,139,175,36,158.6,10.08,139,1.3,2.36,1.06,1.71,0.26,1.3,1,2,1,1.6,0.48,1,0,0,0,0,0,0,2,5,3,3.6,0.88,2,0,14,14,5.6,6.72,0,5,20,15,10.8,6.56,5,0,1,1,0.4,0.48,0,0,0,0,0,0,0,5,8,3,6.4,0.88,5,0,0,0,0,0,0,6,8,2,6.8,0.64,6,11.19,22.2,11.01,16.126,3.2512,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,222,11.2,194,FALSE,0.244896158,0.028068698,-0.198555518,-0.078085605,-0.107604828,Cr0.09315393024948959 Hf0.31977484869502515 Nb0.1664469920292594 V0.09126455518403061 W0.3293596738421952 ,Cr0.2Hf0.2Nb0.2V0.2W0.2,0.070998707,7.18358309,-0.003574157,5.2,1.126027215,-0.013380867,111.634796,558.17398,-2.654503941,0.100620848,0.24,5.2,4.96,6.464,20,2,0,18,0,81.328,0.558854381,24.1008,-0.137635062,3.784015183,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Hf,-0.166465,s,Cr,-0.150445,0.01602,1.6,0,3.6,5.6,0.148148148,0,0.333333333,0.518518519,-0.003574157,0.019313912,0.063887656,0.087583688,0.094383214,47
(CrHfMoNbV)C5,23,72,49,40.4,13.52,23,45,50,5,47.4,1.68,45,50.9415,178.49,127.5485,94.058796,34.5329632,50.9415,2180,2896,716,2503,257.2,2180,4,6,2,5.2,0.64,4,4,6,2,4.8,0.64,4,139,175,36,157,10,139,1.3,2.16,0.86,1.67,0.196,1.3,1,2,1,1.4,0.48,1,0,0,0,0,0,0,2,5,3,3.8,1.04,2,0,14,14,2.8,4.48,0,5,18,13,8,4,5,0,1,1,0.6,0.48,0,0,0,0,0,0,0,5,8,3,6.2,1.04,5,0,0,0,0,0,0,6,8,2,6.8,0.64,6,11.19,22.2,11.01,16.054,3.3088,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,222,11.2,194,FALSE,0.168812602,0.01819831,-0.164944993,-0.054418973,-0.086353661,Cr0.11056554734327421 Hf0.37954470710882193 Mo0.2040087355035037 Nb0.19755798524085894 V0.1083230248035411 ,Cr0.2Hf0.2Mo0.2Nb0.2V0.2,0.068624275,7.752849447,-0.00345023,5.2,1.125760954,-0.013380867,94.058796,470.27398,-2.841376042,0.093272264,0.216,5.2,4.32,6.048,22,3,0,19,0,73.888,0.472854669,18.2208,-0.103043697,3.697767486,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,s,Cr,-0.150445,s,Mo,-0.14788,0.002565,1.4,0,3.8,2.8,0.175,0,0.475,0.35,-0.00345023,0.019250528,0.055901699,0.061225671,0.066365936,47
(CrHfTaVW)C5,23,74,51,53.2,23.76,23,45,51,6,47.8,1.84,45,50.9415,183.84,132.8985,129.243096,62.2194368,50.9415,2180,3695,1515,2770.8,577.36,2180,4,6,2,5.2,0.64,4,4,6,2,5.2,0.96,4,139,175,36,159.8,11.04,139,1.3,2.36,1.06,1.69,0.268,1.3,1,2,1,1.8,0.32,1,0,0,0,0,0,0,2,5,3,3.4,0.88,2,0,14,14,8.4,6.72,0,5,20,15,13.6,6.48,5,0,1,1,0.2,0.32,0,0,0,0,0,0,0,5,8,3,6.6,0.88,5,0,0,0,0,0,0,6,8,2,6.8,0.64,6,11.19,22.2,11.01,16.114,3.2368,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,222,11.2,194,FALSE,0.244896158,0.02932976,-0.195575936,-0.071504017,-0.102939411,Cr0.08046247979079671 Hf0.27620817749522186 Ta0.2800116766005048 V0.0788305164091705 W0.28448714970430605 ,Cr0.2Hf0.2Ta0.2V0.2W0.2,0.071877355,7.474940673,-0.003604856,5.36,1.125893908,-0.013380867,129.243096,646.21548,-2.59000184,0.100620848,0.24,5.2,4.96,6.57,18,1,0,17,0,87.568,0.467252815,22.1384,-0.09789991,3.837629982,5,0.447213595,0.341995189,0.275945932,0.25169979,0.234923789,0.8,d,Ta,-0.182464,d,Ta,-0.182464,0,1.8,0,3.4,8.4,0.132352941,0,0.25,0.617647059,-0.003604856,0.017103868,0.055901699,0.068018122,0.078523235,48
